N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.000E+16 300 1.800E-4 1.241630095E+00 1.250223828E+00
2.471000E+10 1.000E+16 300 1.800E-4 1.245260755E+00 1.250347542E+00
4.696000E+10 1.000E+16 300 1.800E-4 1.247676477E+00 1.250579608E+00
8.927000E+10 1.000E+16 300 1.800E-4 1.249388856E+00 1.251010314E+00
1.697000E+11 1.000E+16 300 1.800E-4 1.250892349E+00 1.251794429E+00
3.225000E+11 1.000E+16 300 1.800E-4 1.252666422E+00 1.253176188E+00
6.130000E+11 1.000E+16 300 1.800E-4 1.255191302E+00 1.255490675E+00
1.165000E+12 1.000E+16 300 1.800E-4 1.258913404E+00 1.259100554E+00
2.214000E+12 1.000E+16 300 1.800E-4 1.264122225E+00 1.264248535E+00
4.209000E+12 1.000E+16 300 1.800E-4 1.270809842E+00 1.270901043E+00
8.000000E+12 1.000E+16 300 1.800E-4 1.278693753E+00 1.278762232E+00
