fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_325 001_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.279633856E-28 1.000000000E+20 1.010806735E+00 1.762654766E-13 2.068863631E-02 
001_325_SRH 001_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.188295347E-27 1.000000000E+20 1.011897777E+00 1.609434971E-13 2.313884514E-02 
002_325 002_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.077220686E-28 1.000000000E+20 1.011108286E+00 2.506609662E-13 2.123785417E-02 
002_325_SRH 002_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.059564624E-28 1.000000000E+20 1.011876029E+00 2.353666402E-13 2.295680320E-02 
003_325 003_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.147765693E-28 1.000000000E+20 1.011309951E+00 3.588829015E-13 2.150251248E-02 
003_325_SRH 003_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.376765824E-27 1.000000000E+20 1.011845055E+00 3.436267152E-13 2.269370033E-02 
004_325 004_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 4.078762110E-29 1.000000000E+20 1.011431104E+00 5.156713946E-13 2.149921938E-02 
004_325_SRH 004_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.065324301E-28 1.000000000E+20 1.011801572E+00 5.004688134E-13 2.231615392E-02 
005_325 005_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 4.481293919E-29 1.000000000E+20 1.011486504E+00 7.415043930E-13 2.122510569E-02 
005_325_SRH 005_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 4.500747427E-29 1.000000000E+20 1.011741853E+00 7.263775740E-13 2.178000740E-02 
006_325 006_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 8.479507060E-29 1.000000000E+20 1.011486985E+00 1.064128656E-12 2.065692662E-02 
006_325_SRH 006_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 8.533487372E-29 1.000000000E+20 1.011662542E+00 1.049108478E-12 2.103009101E-02 
007_325 007_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.055223804E-27 1.000000000E+20 1.011442039E+00 1.519814950E-12 1.975586571E-02 
007_325_SRH 007_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.198349088E-27 1.000000000E+20 1.011562664E+00 1.504943083E-12 2.000393434E-02 
008_325 008_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 3.648485708E-27 1.000000000E+20 1.011364588E+00 2.153624996E-12 1.848090302E-02 
