N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 7.000E+15 321 1.700E-4 1.232287661E+00 1.234383675E+00
5.861000E+10 7.000E+15 321 1.700E-4 1.232855698E+00 1.234649383E+00
6.869000E+10 7.000E+15 321 1.700E-4 1.233421336E+00 1.234955789E+00
8.051000E+10 7.000E+15 321 1.700E-4 1.233995838E+00 1.235308174E+00
9.437000E+10 7.000E+15 321 1.700E-4 1.234590061E+00 1.235712210E+00
1.106000E+11 7.000E+15 321 1.700E-4 1.235214436E+00 1.236173848E+00
1.296000E+11 7.000E+15 321 1.700E-4 1.235878953E+00 1.236699195E+00
1.520000E+11 7.000E+15 321 1.700E-4 1.236593010E+00 1.237294320E+00
1.781000E+11 7.000E+15 321 1.700E-4 1.237365300E+00 1.237965018E+00
2.088000E+11 7.000E+15 321 1.700E-4 1.238203531E+00 1.238716505E+00
2.447000E+11 7.000E+15 321 1.700E-4 1.239114093E+00 1.239553080E+00
2.868000E+11 7.000E+15 321 1.700E-4 1.240101791E+00 1.240477694E+00
3.362000E+11 7.000E+15 321 1.700E-4 1.241169422E+00 1.241491573E+00
3.940000E+11 7.000E+15 321 1.700E-4 1.242317463E+00 1.242593828E+00
4.618000E+11 7.000E+15 321 1.700E-4 1.243543838E+00 1.243781248E+00
5.413000E+11 7.000E+15 321 1.700E-4 1.244843818E+00 1.245048105E+00
6.345000E+11 7.000E+15 321 1.700E-4 1.246210178E+00 1.246386298E+00
7.437000E+11 7.000E+15 321 1.700E-4 1.247633469E+00 1.247785669E+00
8.717000E+11 7.000E+15 321 1.700E-4 1.249102754E+00 1.249234628E+00
1.022000E+12 7.000E+15 321 1.700E-4 1.250606287E+00 1.250720901E+00
1.198000E+12 7.000E+15 321 1.700E-4 1.252132507E+00 1.252232462E+00
1.404000E+12 7.000E+15 321 1.700E-4 1.253670845E+00 1.253758349E+00
1.645000E+12 7.000E+15 321 1.700E-4 1.255212522E+00 1.255289430E+00
1.928000E+12 7.000E+15 321 1.700E-4 1.256750940E+00 1.256818832E+00
2.260000E+12 7.000E+15 321 1.700E-4 1.258281865E+00 1.258342087E+00
2.649000E+12 7.000E+15 321 1.700E-4 1.259803270E+00 1.259856947E+00
3.105000E+12 7.000E+15 321 1.700E-4 1.261314954E+00 1.261363040E+00
3.639000E+12 7.000E+15 321 1.700E-4 1.262818079E+00 1.262861379E+00
4.266000E+12 7.000E+15 321 1.700E-4 1.264314682E+00 1.264353882E+00
5.000000E+12 7.000E+15 321 1.700E-4 1.265807258E+00 1.265842920E+00
