fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.735228517E-13 1.000000000E+20 1.182216780E+00 1.926849989E-14 1.091131197E-03 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.001394942E-13 1.000000000E+20 1.196870887E+00 1.801497261E-14 1.853673982E-03 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.199140617E-13 1.000000000E+20 1.187173195E+00 2.766224642E-14 1.245789816E-03 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.466158420E-13 1.000000000E+20 1.197371138E+00 2.642446265E-14 1.842996193E-03 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.875800204E-13 1.000000000E+20 1.191050712E+00 3.997155587E-14 1.375363933E-03 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.144135198E-13 1.000000000E+20 1.198096261E+00 3.874798569E-14 1.827558852E-03 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.860030080E-13 1.000000000E+20 1.194297248E+00 5.800407045E-14 1.473006412E-03 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.130332011E-13 1.000000000E+20 1.199141276E+00 5.679505327E-14 1.805396181E-03 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.285798756E-13 1.000000000E+20 1.197314772E+00 8.439225588E-14 1.535677343E-03 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.558981145E-13 1.000000000E+20 1.200634735E+00 8.319990209E-14 1.773915768E-03 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.339032431E-13 1.000000000E+20 1.200472245E+00 1.229596232E-13 1.562749124E-03 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.616374508E-13 1.000000000E+20 1.202743523E+00 1.217877949E-13 1.729900200E-03 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.027107791E-12 1.000000000E+20 1.204117526E+00 1.792453289E-13 1.554672765E-03 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.554345751E-13 1.000000000E+20 1.205670316E+00 1.780995945E-13 1.669812549E-03 
