N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+15 336 1.800E-4 1.197521625E+00 1.211204152E+00
1.468000E+10 5.623E+15 336 1.800E-4 1.201728821E+00 1.211294641E+00
2.154000E+10 5.623E+15 336 1.800E-4 1.204785103E+00 1.211426503E+00
3.162000E+10 5.623E+15 336 1.800E-4 1.207029958E+00 1.211617977E+00
4.642000E+10 5.623E+15 336 1.800E-4 1.208735986E+00 1.211894695E+00
6.813000E+10 5.623E+15 336 1.800E-4 1.210121788E+00 1.212291759E+00
1.000000E+11 5.623E+15 336 1.800E-4 1.211366739E+00 1.212855919E+00
1.468000E+11 5.623E+15 336 1.800E-4 1.212624247E+00 1.213646169E+00
2.154000E+11 5.623E+15 336 1.800E-4 1.214029768E+00 1.214731776E+00
3.162000E+11 5.623E+15 336 1.800E-4 1.215701060E+00 1.216184320E+00
4.642000E+11 5.623E+15 336 1.800E-4 1.217728779E+00 1.218062643E+00
6.813000E+11 5.623E+15 336 1.800E-4 1.220159687E+00 1.220391543E+00
1.000000E+12 5.623E+15 336 1.800E-4 1.222980910E+00 1.223143131E+00
1.468000E+12 5.623E+15 336 1.800E-4 1.226118889E+00 1.226233517E+00
2.154000E+12 5.623E+15 336 1.800E-4 1.229459756E+00 1.229541797E+00
3.162000E+12 5.623E+15 336 1.800E-4 1.232881057E+00 1.232940791E+00
4.642000E+12 5.623E+15 336 1.800E-4 1.236277403E+00 1.236321823E+00
6.813000E+12 5.623E+15 336 1.800E-4 1.239574242E+00 1.239608102E+00
1.000000E+13 5.623E+15 336 1.800E-4 1.242735552E+00 1.242762074E+00
