N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+15 336 1.800E-4 1.048159650E+00 1.047821047E+00
1.468000E+10 5.623E+15 336 1.800E-4 1.049297306E+00 1.048923779E+00
2.154000E+10 5.623E+15 336 1.800E-4 1.050858399E+00 1.050526146E+00
3.162000E+10 5.623E+15 336 1.800E-4 1.053108863E+00 1.052843675E+00
4.642000E+10 5.623E+15 336 1.800E-4 1.056370176E+00 1.056172637E+00
6.813000E+10 5.623E+15 336 1.800E-4 1.061046223E+00 1.060906882E+00
1.000000E+11 5.623E+15 336 1.800E-4 1.067635213E+00 1.067542391E+00
1.468000E+11 5.623E+15 336 1.800E-4 1.076705947E+00 1.076649185E+00
2.154000E+11 5.623E+15 336 1.800E-4 1.088806041E+00 1.088777114E+00
3.162000E+11 5.623E+15 336 1.800E-4 1.104266178E+00 1.104258956E+00
4.642000E+11 5.623E+15 336 1.800E-4 1.122901605E+00 1.122911393E+00
6.813000E+11 5.623E+15 336 1.800E-4 1.143729131E+00 1.143751735E+00
1.000000E+12 5.623E+15 336 1.800E-4 1.164975494E+00 1.165006588E+00
1.468000E+12 5.623E+15 336 1.800E-4 1.184618338E+00 1.184653337E+00
2.154000E+12 5.623E+15 336 1.800E-4 1.201245075E+00 1.201279800E+00
3.162000E+12 5.623E+15 336 1.800E-4 1.214548393E+00 1.214579976E+00
4.642000E+12 5.623E+15 336 1.800E-4 1.225075842E+00 1.225102968E+00
6.813000E+12 5.623E+15 336 1.800E-4 1.233622413E+00 1.233645047E+00
1.000000E+13 5.623E+15 336 1.800E-4 1.240813429E+00 1.240832141E+00
