T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
315 001_315 36.807 4.663630E-1 7.535861E-1 7.855420E+1 2.760740E+1 3.918260E-1 7.045840E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.778E+15
315 002_315 36.807 4.650500E-1 7.523017E-1 7.850530E+1 2.746570E+1 3.905570E-1 7.032457E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.778E+15
315 003_315 36.807 4.632570E-1 7.504423E-1 7.843610E+1 2.726810E+1 3.888380E-1 7.012729E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.778E+15
315 004_315 36.807 4.608650E-1 7.477668E-1 7.834060E+1 2.699770E+1 3.865140E-1 6.984935E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.778E+15
315 005_315 36.807 4.576500E-1 7.439512E-1 7.823310E+1 2.663600E+1 3.835060E-1 6.945391E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.778E+15
315 006_315 36.807 4.536400E-1 7.385770E-1 7.809240E+1 2.616470E+1 3.797360E-1 6.890233E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.778E+15
315 007_315 36.807 4.488220E-1 7.311372E-1 7.791780E+1 2.556880E+1 3.751860E-1 6.814973E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.778E+15
315 008_315 36.807 4.431850E-1 7.210752E-1 7.772570E+1 2.483880E+1 3.699510E-1 6.714073E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.778E+15
315 009_315 36.807 4.369530E-1 7.078735E-1 7.750730E+1 2.397360E+1 3.641500E-1 6.583434E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.778E+15
315 010_315 36.807 4.303870E-1 6.911916E-1 7.725790E+1 2.298270E+1 3.579980E-1 6.419782E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.778E+15
315 011_315 36.807 4.235370E-1 6.710086E-1 7.701320E+1 2.188690E+1 3.516700E-1 6.223707E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.778E+15
315 012_315 36.807 4.167390E-1 6.476808E-1 7.674960E+1 2.071580E+1 3.453610E-1 5.998290E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.778E+15
315 013_315 36.807 4.101210E-1 6.218298E-1 7.646540E+1 1.950060E+1 3.391500E-1 5.749846E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.778E+15
315 014_315 36.807 4.035030E-1 5.940833E-1 7.619650E+1 1.826540E+1 3.330370E-1 5.484492E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.778E+15
