fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.110910333E-13 1.000000000E+20 1.158990520E+00 2.048658233E-14 1.210135145E-03 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.326094579E-13 1.000000000E+20 1.171585609E+00 1.901423128E-14 1.904303435E-03 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.721044933E-13 1.000000000E+20 1.163867653E+00 2.930091309E-14 1.353078110E-03 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.937974082E-13 1.000000000E+20 1.172631155E+00 2.785345583E-14 1.885236388E-03 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.606973135E-13 1.000000000E+20 1.168076339E+00 4.218989043E-14 1.462899066E-03 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.826528728E-13 1.000000000E+20 1.174133254E+00 4.076789078E-14 1.857872387E-03 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.887186890E-13 1.000000000E+20 1.172100925E+00 6.099676298E-14 1.534051546E-03 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 4.110597208E-13 1.000000000E+20 1.176270292E+00 5.960359278E-14 1.819013433E-03 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 6.724345904E-13 1.000000000E+20 1.176403731E+00 8.837475901E-14 1.564100464E-03 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.953315737E-13 1.000000000E+20 1.179268250E+00 8.701637934E-14 1.764681889E-03 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 9.334808294E-13 1.000000000E+20 1.181422754E+00 1.281296226E-13 1.552325535E-03 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 8.571665761E-13 1.000000000E+20 1.183390754E+00 1.268141853E-13 1.690440584E-03 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.299326860E-12 1.000000000E+20 1.187548036E+00 1.857139796E-13 1.499230020E-03 
007_336_SRH 007_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.224110246E-12 1.000000000E+20 1.188903032E+00 1.844510088E-13 1.592405207E-03 
008_336 008_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.802528562E-12 1.000000000E+20 1.195058351E+00 2.689611447E-13 1.407847670E-03 
008_336_SRH 008_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.728801247E-12 1.000000000E+20 1.195995821E+00 2.677602309E-13 1.469491914E-03 
009_336 009_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.477910628E-12 1.000000000E+20 1.204015136E+00 3.891997622E-13 1.287387475E-03 
