N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+15 340 1.800E-4 1.185055527E+00 1.198812187E+00
1.468000E+10 5.623E+15 340 1.800E-4 1.189325889E+00 1.198950371E+00
2.154000E+10 5.623E+15 340 1.800E-4 1.192465795E+00 1.199151539E+00
3.162000E+10 5.623E+15 340 1.800E-4 1.194821583E+00 1.199443353E+00
4.642000E+10 5.623E+15 340 1.800E-4 1.196679124E+00 1.199864321E+00
6.813000E+10 5.623E+15 340 1.800E-4 1.198275135E+00 1.200466908E+00
1.000000E+11 5.623E+15 340 1.800E-4 1.199811899E+00 1.201319786E+00
1.468000E+11 5.623E+15 340 1.800E-4 1.201469383E+00 1.202507952E+00
2.154000E+11 5.623E+15 340 1.800E-4 1.203409866E+00 1.204127063E+00
3.162000E+11 5.623E+15 340 1.800E-4 1.205770720E+00 1.206268075E+00
4.642000E+11 5.623E+15 340 1.800E-4 1.208642958E+00 1.208989976E+00
6.813000E+11 5.623E+15 340 1.800E-4 1.212040659E+00 1.212284773E+00
1.000000E+12 5.623E+15 340 1.800E-4 1.215879001E+00 1.216052435E+00
1.468000E+12 5.623E+15 340 1.800E-4 1.219986431E+00 1.220111093E+00
2.154000E+12 5.623E+15 340 1.800E-4 1.224158470E+00 1.224249250E+00
3.162000E+12 5.623E+15 340 1.800E-4 1.228222279E+00 1.228289366E+00
4.642000E+12 5.623E+15 340 1.800E-4 1.232068516E+00 1.232118942E+00
6.813000E+12 5.623E+15 340 1.800E-4 1.235646744E+00 1.235685447E+00
1.000000E+13 5.623E+15 340 1.800E-4 1.238944136E+00 1.238974502E+00
