fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_297 001_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.445743047E-15 1.000000000E+20 1.237844668E+00 2.096118009E-15 1.324909573E-03 
001_297_SRH 001_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.193749946E-15 1.000000000E+20 1.239625692E+00 2.094027725E-15 1.451941626E-03 
002_297 002_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.807490726E-15 1.000000000E+20 1.238189705E+00 2.456356004E-15 1.348720087E-03 
002_297_SRH 002_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.556178104E-15 1.000000000E+20 1.239727791E+00 2.454319496E-15 1.459257913E-03 
003_297 003_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.226164568E-15 1.000000000E+20 1.238518691E+00 2.878567798E-15 1.371661399E-03 
003_297_SRH 003_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.975632771E-15 1.000000000E+20 1.239846439E+00 2.876586461E-15 1.467794657E-03 
004_297 004_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.709739744E-15 1.000000000E+20 1.238838137E+00 3.373408639E-15 1.394154353E-03 
004_297_SRH 004_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.460103140E-15 1.000000000E+20 1.239984138E+00 3.371484940E-15 1.477747720E-03 
005_297 005_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.266979637E-15 1.000000000E+20 1.239154474E+00 3.953365142E-15 1.416634992E-03 
005_297_SRH 005_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.018367637E-15 1.000000000E+20 1.240143699E+00 3.951502759E-15 1.489342165E-03 
006_297 006_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.907404001E-15 1.000000000E+20 1.239474074E+00 4.633070266E-15 1.439555860E-03 
006_297_SRH 006_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.659962059E-15 1.000000000E+20 1.240328278E+00 4.631274164E-15 1.502834801E-03 
007_297 007_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 5.641214589E-15 1.000000000E+20 1.239803305E+00 5.429672600E-15 1.463388068E-03 
007_297_SRH 007_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 5.395104730E-15 1.000000000E+20 1.240541362E+00 5.427949048E-15 1.518518253E-03 
008_297 008_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 6.479167569E-15 1.000000000E+20 1.240148531E+00 6.363269396E-15 1.488624099E-03 
008_297_SRH 008_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 6.234568774E-15 1.000000000E+20 1.240786812E+00 6.361626313E-15 1.536724053E-03 
009_297 009_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 7.432384259E-15 1.000000000E+20 1.240516190E+00 7.457415256E-15 1.515781459E-03 
009_297_SRH 009_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 7.189492067E-15 1.000000000E+20 1.241068842E+00 7.455862144E-15 1.557824885E-03 
010_297 010_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 8.512093450E-15 1.000000000E+20 1.240912768E+00 8.739719045E-15 1.545405854E-03 
010_297_SRH 010_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 8.271118905E-15 1.000000000E+20 1.241391999E+00 8.738267338E-15 1.582238234E-03 
011_297 011_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 9.729305165E-15 1.000000000E+20 1.241344809E+00 1.024254568E-14 1.578073835E-03 
011_297_SRH 011_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 9.490472925E-15 1.000000000E+20 1.241761135E+00 1.024120872E-14 1.610427170E-03 
012_297 012_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.109442414E-14 1.000000000E+20 1.241818907E+00 1.200384123E-14 1.614394325E-03 
012_297_SRH 012_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.085796946E-14 1.000000000E+20 1.242181378E+00 1.200263468E-14 1.642900703E-03 
013_297 013_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.261682182E-14 1.000000000E+20 1.242341637E+00 1.406810404E-14 1.655008723E-03 
013_297_SRH 013_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.238298641E-14 1.000000000E+20 1.242658030E+00 1.406704620E-14 1.680212913E-03 
014_297 014_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.430440124E-14 1.000000000E+20 1.242919526E+00 1.648752890E-14 1.700588146E-03 
014_297_SRH 014_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.407342790E-14 1.000000000E+20 1.243196504E+00 1.648664050E-14 1.722958895E-03 
015_297 015_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.616320095E-14 1.000000000E+20 1.243558926E+00 1.932335428E-14 1.751828719E-03 
015_297_SRH 015_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.593532721E-14 1.000000000E+20 1.243802212E+00 1.932265958E-14 1.771768338E-03 
016_297 016_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.819709753E-14 1.000000000E+20 1.244265938E+00 2.264745274E-14 1.809442568E-03 
016_297_SRH 016_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.797254812E-14 1.000000000E+20 1.244480418E+00 2.264697924E-14 1.827295629E-03 
017_297 017_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.040766932E-14 1.000000000E+20 1.245046261E+00 2.654420511E-14 1.874145587E-03 
017_297_SRH 017_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.018664845E-14 1.000000000E+20 1.245236122E+00 2.654398437E-14 1.890207038E-03 
018_297 018_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.279427979E-14 1.000000000E+20 1.245905070E+00 3.111271147E-14 1.946641184E-03 
018_297_SRH 018_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.257696284E-14 1.000000000E+20 1.246073875E+00 3.111277931E-14 1.961162363E-03 
019_297 019_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.535441827E-14 1.000000000E+20 1.246846842E+00 3.646939812E-14 2.027599779E-03 
019_297_SRH 019_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.514094466E-14 1.000000000E+20 1.246997630E+00 3.646979559E-14 2.040794744E-03 
020_297 020_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.808430654E-14 1.000000000E+20 1.247875219E+00 4.275108962E-14 2.117636290E-03 
020_297_SRH 020_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.787477314E-14 1.000000000E+20 1.248010570E+00 4.275186325E-14 2.129686857E-03 
021_297 021_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.097973591E-14 1.000000000E+20 1.248992858E+00 5.011862564E-14 2.217285274E-03 
021_297_SRH 021_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.077419267E-14 1.000000000E+20 1.249114960E+00 5.011982852E-14 2.228344953E-03 
