N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 300 2.400E-4 1.213609287E+00 1.216722058E+00
1.468000E+10 3.162E+15 300 2.400E-4 1.214692258E+00 1.216855890E+00
2.154000E+10 3.162E+15 300 2.400E-4 1.215552061E+00 1.217049221E+00
3.162000E+10 3.162E+15 300 2.400E-4 1.216293583E+00 1.217326561E+00
4.642000E+10 3.162E+15 300 2.400E-4 1.217008711E+00 1.217720459E+00
6.813000E+10 3.162E+15 300 2.400E-4 1.217781595E+00 1.218272129E+00
1.000000E+11 3.162E+15 300 2.400E-4 1.218691365E+00 1.219030168E+00
1.468000E+11 3.162E+15 300 2.400E-4 1.219810839E+00 1.220045905E+00
2.154000E+11 3.162E+15 300 2.400E-4 1.221200289E+00 1.221364653E+00
3.162000E+11 3.162E+15 300 2.400E-4 1.222898349E+00 1.223014672E+00
4.642000E+11 3.162E+15 300 2.400E-4 1.224915965E+00 1.224999742E+00
6.813000E+11 3.162E+15 300 2.400E-4 1.227240534E+00 1.227302294E+00
1.000000E+12 3.162E+15 300 2.400E-4 1.229850253E+00 1.229897116E+00
1.468000E+12 3.162E+15 300 2.400E-4 1.232727914E+00 1.232764629E+00
2.154000E+12 3.162E+15 300 2.400E-4 1.235863362E+00 1.235893055E+00
3.162000E+12 3.162E+15 300 2.400E-4 1.239247692E+00 1.239272379E+00
4.642000E+12 3.162E+15 300 2.400E-4 1.242870427E+00 1.242891392E+00
6.813000E+12 3.162E+15 300 2.400E-4 1.246722687E+00 1.246740739E+00
1.000000E+13 3.162E+15 300 2.400E-4 1.250799386E+00 1.250815034E+00
