T file kT1 TDD TDD1 d N_B
305 001_305 38.014 1.300000E+10 1.300000E+10 1.800E-4 3.162E+16
305 002_305 38.014 2.471000E+10 2.471000E+10 1.800E-4 3.162E+16
305 003_305 38.014 4.696000E+10 4.696000E+10 1.800E-4 3.162E+16
305 004_305 38.014 8.927000E+10 8.927000E+10 1.800E-4 3.162E+16
305 005_305 38.014 1.697000E+11 1.697000E+11 1.800E-4 3.162E+16
305 006_305 38.014 3.225000E+11 3.225000E+11 1.800E-4 3.162E+16
305 007_305 38.014 6.130000E+11 6.130000E+11 1.800E-4 3.162E+16
305 008_305 38.014 1.165000E+12 1.165000E+12 1.800E-4 3.162E+16
305 009_305 38.014 2.214000E+12 2.214000E+12 1.800E-4 3.162E+16
305 010_305 38.014 4.209000E+12 4.209000E+12 1.800E-4 3.162E+16
305 011_305 38.014 8.000000E+12 8.000000E+12 1.800E-4 3.162E+16
