fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.689896041E-13 1.000000000E+20 1.176728612E+00 1.781378885E-14 1.678017173E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.021940468E-13 1.000000000E+20 1.190727815E+00 1.664501289E-14 2.728065702E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.161735717E-13 1.000000000E+20 1.181659616E+00 2.555925317E-14 1.893744206E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.494896408E-13 1.000000000E+20 1.191405358E+00 2.440661537E-14 2.706929737E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.848456051E-13 1.000000000E+20 1.185646799E+00 3.690891639E-14 2.067178794E-04 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.183308985E-13 1.000000000E+20 1.192383288E+00 3.577170076E-14 2.676531605E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.844152023E-13 1.000000000E+20 1.189149585E+00 5.351772568E-14 2.189564958E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.181502093E-13 1.000000000E+20 1.193783922E+00 5.239714231E-14 2.633234131E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.279942895E-13 1.000000000E+20 1.192589065E+00 7.778785741E-14 2.257255205E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.620916007E-13 1.000000000E+20 1.195767756E+00 7.668695213E-14 2.572452393E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.334150066E-13 1.000000000E+20 1.196356465E+00 1.131954030E-13 2.269693593E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.680304371E-13 1.000000000E+20 1.198533368E+00 1.121189820E-13 2.488956678E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.024076299E-12 1.000000000E+20 1.200812461E+00 1.647581162E-13 2.228263685E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.594208842E-13 1.000000000E+20 1.202303159E+00 1.637125317E-13 2.378017405E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.429104873E-12 1.000000000E+20 1.206261302E+00 2.397129569E-13 2.137478265E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.365454739E-12 1.000000000E+20 1.207283822E+00 2.387055884E-13 2.238144259E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.982037282E-12 1.000000000E+20 1.212888093E+00 3.485152731E-13 2.009660712E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.919735521E-12 1.000000000E+20 1.213592438E+00 3.475536776E-13 2.076549426E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.717236769E-12 1.000000000E+20 1.220667593E+00 5.063345945E-13 1.873399235E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.656678428E-12 1.000000000E+20 1.221156352E+00 5.054253814E-13 1.917800581E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.664133263E-12 1.000000000E+20 1.229292066E+00 7.352953343E-13 1.781871979E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.605724788E-12 1.000000000E+20 1.229634941E+00 7.344432129E-13 1.812044189E-04 
012_335 012_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.841523286E-12 1.000000000E+20 1.238201265E+00 1.067791855E-12 1.806133114E-04 
012_335_SRH 012_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.785615024E-12 1.000000000E+20 1.238444988E+00 1.066999181E-12 1.827991900E-04 
013_335 013_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.256572794E-12 1.000000000E+20 1.246762682E+00 1.551342032E-12 1.999205702E-04 
013_335_SRH 013_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.203379764E-12 1.000000000E+20 1.246938189E+00 1.550608953E-12 2.016652200E-04 
014_335 014_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.912735656E-12 1.000000000E+20 1.254517511E+00 2.255710758E-12 2.367542324E-04 
014_335_SRH 014_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.862278062E-12 1.000000000E+20 1.254645359E+00 2.255035808E-12 2.382757989E-04 
015_335 015_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.825285167E-12 1.000000000E+20 1.261312178E+00 3.283433947E-12 2.893532375E-04 
015_335_SRH 015_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.777378853E-12 1.000000000E+20 1.261406297E+00 3.282814794E-12 2.907532769E-04 
016_335 016_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.203619698E-11 1.000000000E+20 1.267235641E+00 4.785346117E-12 3.567204988E-04 
016_335_SRH 016_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.199050102E-11 1.000000000E+20 1.267305856E+00 4.784780789E-12 3.580421831E-04 
017_335 017_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.461947943E-11 1.000000000E+20 1.272469602E+00 6.983374103E-12 4.391869429E-04 
