0.000E+0 0
1.000E-2 1.9853038E-13
2.000E-2 4.80743037E-13
3.000E-2 8.82101355E-13
4.000E-2 1.45309569E-12
5.000E-2 2.26561105E-12
6.000E-2 3.42199522E-12
7.000E-2 5.0679745E-12
8.000E-2 7.41105379E-12
9.000E-2 1.07467357E-11
1.000E-1 1.54958916E-11
1.100E-1 2.2258042E-11
1.200E-1 3.18873402E-11
1.300E-1 4.56009579E-11
1.400E-1 6.51337241E-11
1.500E-1 9.29587865E-11
1.600E-1 1.32602514E-10
1.700E-1 1.89093903E-10
1.800E-1 2.696059E-10
1.900E-1 3.84370506E-10
2.000E-1 5.47984252E-10
2.100E-1 7.8126999E-10
2.200E-1 1.1139308E-9
2.300E-1 1.58833042E-9
2.400E-1 2.26487304E-9
2.500E-1 3.22964806E-9
2.600E-1 4.60527089E-9
2.700E-1 6.56621015E-9
2.800E-1 9.36036423E-9
2.900E-1 1.33392455E-8
3.000E-1 1.89998212E-8
3.100E-1 2.70417333E-8
3.200E-1 3.84439839E-8
3.300E-1 5.45645639E-8
3.400E-1 7.72636153E-8
3.500E-1 1.09043199E-7
3.600E-1 1.53180955E-7
3.700E-1 2.13806622E-7
3.800E-1 2.95828024E-7
3.900E-1 4.04567519E-7
4.000E-1 5.4495996E-7
4.100E-1 7.20268033E-7
4.200E-1 9.30573267E-7
4.300E-1 1.17175432E-6
4.400E-1 1.43592875E-6
4.500E-1 1.71391507E-6
