N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+16 336 1.800E-4 1.228544767E+00 1.259473577E+00
1.468000E+10 1.778E+16 336 1.800E-4 1.237704148E+00 1.259696931E+00
2.154000E+10 1.778E+16 336 1.800E-4 1.244562529E+00 1.260020757E+00
3.162000E+10 1.778E+16 336 1.800E-4 1.249719019E+00 1.260487556E+00
4.642000E+10 1.778E+16 336 1.800E-4 1.253705426E+00 1.261155015E+00
6.813000E+10 1.778E+16 336 1.800E-4 1.256972827E+00 1.262098334E+00
1.000000E+11 1.778E+16 336 1.800E-4 1.259898468E+00 1.263409811E+00
1.468000E+11 1.778E+16 336 1.800E-4 1.262794417E+00 1.265192032E+00
2.154000E+11 1.778E+16 336 1.800E-4 1.265907166E+00 1.267540614E+00
3.162000E+11 1.778E+16 336 1.800E-4 1.269402286E+00 1.270514182E+00
4.642000E+11 1.778E+16 336 1.800E-4 1.273340161E+00 1.274097910E+00
6.813000E+11 1.778E+16 336 1.800E-4 1.277662073E+00 1.278180575E+00
1.000000E+12 1.778E+16 336 1.800E-4 1.282212589E+00 1.282570176E+00
1.468000E+12 1.778E+16 336 1.800E-4 1.286803563E+00 1.287053220E+00
2.154000E+12 1.778E+16 336 1.800E-4 1.291285073E+00 1.291462466E+00
3.162000E+12 1.778E+16 336 1.800E-4 1.295579845E+00 1.295708862E+00
4.642000E+12 1.778E+16 336 1.800E-4 1.299674250E+00 1.299770759E+00
6.813000E+12 1.778E+16 336 1.800E-4 1.303594344E+00 1.303668795E+00
1.000000E+13 1.778E+16 336 1.800E-4 1.307388181E+00 1.307447378E+00
