N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.000E+16 310 1.800E-4 1.244665628E+00 1.253539359E+00
2.471000E+10 1.000E+16 310 1.800E-4 1.248645516E+00 1.253682869E+00
4.696000E+10 1.000E+16 310 1.800E-4 1.251156876E+00 1.253950145E+00
8.927000E+10 1.000E+16 310 1.800E-4 1.252913474E+00 1.254439645E+00
1.697000E+11 1.000E+16 310 1.800E-4 1.254479239E+00 1.255310123E+00
3.225000E+11 1.000E+16 310 1.800E-4 1.256329238E+00 1.256786243E+00
6.130000E+11 1.000E+16 310 1.800E-4 1.258865034E+00 1.259123923E+00
1.165000E+12 1.000E+16 310 1.800E-4 1.262374419E+00 1.262529460E+00
2.214000E+12 1.000E+16 310 1.800E-4 1.266983900E+00 1.267084502E+00
4.209000E+12 1.000E+16 310 1.800E-4 1.272654886E+00 1.272725928E+00
8.000000E+12 1.000E+16 310 1.800E-4 1.279239377E+00 1.279292727E+00
