fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.607377069E-16 1.000000000E+20 1.207598320E+00 6.292516316E-17 4.848672350E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.314843290E-16 1.000000000E+20 1.221057060E+00 6.094991372E-17 9.365909360E-04 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.796540372E-16 1.000000000E+20 1.215739828E+00 1.326933698E-16 7.117635669E-04 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.578824052E-16 1.000000000E+20 1.222749880E+00 1.309542508E-16 1.020803938E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.684339660E-16 1.000000000E+20 1.219002984E+00 1.934393595E-16 8.389255960E-04 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.519728814E-16 1.000000000E+20 1.224047616E+00 1.918521299E-16 1.090330523E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.064149003E-15 1.000000000E+20 1.231710619E+00 8.837240703E-16 1.585147378E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.757156925E-16 1.000000000E+20 1.233239865E+00 8.830670746E-16 1.703889185E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.279523005E-15 1.000000000E+20 1.235346218E+00 1.295021576E-15 1.869291870E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.197746615E-15 1.000000000E+20 1.236551436E+00 1.294706852E-15 1.971208584E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.820055355E-15 1.000000000E+20 1.243422801E+00 2.789440696E-15 2.582246422E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.749008841E-15 1.000000000E+20 1.244227731E+00 2.790056350E-15 2.659283735E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.563313971E-15 1.000000000E+20 1.252651856E+00 6.032182753E-15 3.487864722E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.499750832E-15 1.000000000E+20 1.253222764E+00 6.034302213E-15 3.546635923E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.584829570E-15 1.000000000E+20 1.263124687E+00 1.309306510E-14 4.580711667E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.526601038E-15 1.000000000E+20 1.263537219E+00 1.309771614E-14 4.625064304E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.224233361E-15 1.000000000E+20 1.268837092E+00 1.931591695E-14 5.194513756E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.168171948E-15 1.000000000E+20 1.269188527E+00 1.932242894E-14 5.232797816E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.962359874E-15 1.000000000E+20 1.274851221E+00 2.852030804E-14 5.848416319E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.908246880E-15 1.000000000E+20 1.275149490E+00 2.852917642E-14 5.881210961E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.808515075E-15 1.000000000E+20 1.281123506E+00 4.214142154E-14 6.536878936E-03 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.756171452E-15 1.000000000E+20 1.281375402E+00 4.215327450E-14 6.564813566E-03 
019_290 019_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.765218519E-15 1.000000000E+20 1.287612435E+00 6.231852407E-14 7.261389963E-03 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.714528525E-15 1.000000000E+20 1.287824415E+00 6.233412839E-14 7.285044465E-03 
