fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_310 001_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.773774127E-32 1.000000000E+20 1.013596583E+00 2.818423114E-14 1.378189931E-02 
001_310_SRH 001_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.124744007E-27 1.000000000E+20 1.014551108E+00 2.645081985E-14 1.492838564E-02 
002_310 002_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.486463481E-27 1.000000000E+20 1.013888666E+00 4.046919734E-14 1.404985838E-02 
002_310_SRH 002_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 6.942352404E-26 1.000000000E+20 1.014554943E+00 3.873772675E-14 1.484754617E-02 
003_310 003_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.801590685E-29 1.000000000E+20 1.014098612E+00 5.840249223E-14 1.418083282E-02 
003_310_SRH 003_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.876421639E-31 1.000000000E+20 1.014560827E+00 5.667367836E-14 1.473071288E-02 
004_310 004_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.650099421E-30 1.000000000E+20 1.014250565E+00 8.451534140E-14 1.418701397E-02 
004_310_SRH 004_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.253588709E-26 1.000000000E+20 1.014570017E+00 8.279026369E-14 1.456310697E-02 
005_310 005_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.952931287E-28 1.000000000E+20 1.014364253E+00 1.224011565E-13 1.406997054E-02 
005_310_SRH 005_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.335662240E-29 1.000000000E+20 1.014584656E+00 1.206813918E-13 1.432531677E-02 
006_310 006_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.100477143E-28 1.000000000E+20 1.014456432E+00 1.770843320E-13 1.382154151E-02 
006_310_SRH 006_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.635645850E-28 1.000000000E+20 1.014608520E+00 1.753721273E-13 1.399356632E-02 
007_310 007_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.619688816E-31 1.000000000E+20 1.014543178E+00 2.554384728E-13 1.342767036E-02 
007_310_SRH 007_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.719171537E-25 1.000000000E+20 1.014648352E+00 2.537369657E-13 1.354251822E-02 
008_310 008_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.291503736E-31 1.000000000E+20 1.014643195E+00 3.665802616E-13 1.287795021E-02 
008_310_SRH 008_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.417932503E-27 1.000000000E+20 1.014716178E+00 3.648936619E-13 1.295377697E-02 
009_310 009_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.251226519E-30 1.000000000E+20 1.014782560E+00 5.220911088E-13 1.218610384E-02 
009_310_SRH 009_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.120207786E-28 1.000000000E+20 1.014833705E+00 5.204249461E-13 1.223549706E-02 
010_310 010_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.166660615E-16 1.000000000E+20 1.015002746E+00 7.357336954E-13 1.142779409E-02 
010_310_SRH 010_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.259231093E-15 1.000000000E+20 1.015212324E+00 7.270072387E-13 1.145839077E-02 
011_310 011_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.486692880E-13 1.000000000E+20 1.018492503E+00 8.762584926E-13 1.072272880E-02 
011_310_SRH 011_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.959694323E-13 1.000000000E+20 1.046382231E+00 4.360732998E-13 1.042955329E-02 
012_310 012_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 9.436554539E-13 1.000000000E+20 1.071408276E+00 4.834880231E-13 9.232845333E-03 
012_310_SRH 012_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 9.420668974E-13 1.000000000E+20 1.071395546E+00 4.834969121E-13 9.246446759E-03 
