N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 340 2.400E-4 1.060076838E+00 1.066636339E+00
1.468000E+10 1.000E+15 340 2.400E-4 1.061742349E+00 1.066357382E+00
2.154000E+10 1.000E+15 340 2.400E-4 1.062742704E+00 1.065952221E+00
3.162000E+10 1.000E+15 340 2.400E-4 1.063155262E+00 1.065366624E+00
4.642000E+10 1.000E+15 340 2.400E-4 1.063014719E+00 1.064526218E+00
6.813000E+10 1.000E+15 340 2.400E-4 1.062307188E+00 1.063332477E+00
1.000000E+11 1.000E+15 340 2.400E-4 1.060972033E+00 1.061661840E+00
1.468000E+11 1.000E+15 340 2.400E-4 1.058913451E+00 1.059373056E+00
2.154000E+11 1.000E+15 340 2.400E-4 1.056028531E+00 1.056331026E+00
3.162000E+11 1.000E+15 340 2.400E-4 1.052261259E+00 1.052457264E+00
4.642000E+11 1.000E+15 340 2.400E-4 1.047687385E+00 1.047811972E+00
6.813000E+11 1.000E+15 340 2.400E-4 1.042614497E+00 1.042692043E+00
1.000000E+12 1.000E+15 340 2.400E-4 1.037641451E+00 1.037688939E+00
1.468000E+12 1.000E+15 340 2.400E-4 1.033580608E+00 1.033609774E+00
2.154000E+12 1.000E+15 340 2.400E-4 1.031174544E+00 1.031193204E+00
3.162000E+12 1.000E+15 340 2.400E-4 1.030720729E+00 1.030733668E+00
4.642000E+12 1.000E+15 340 2.400E-4 1.031963590E+00 1.031973399E+00
6.813000E+12 1.000E+15 340 2.400E-4 1.034432910E+00 1.034440851E+00
1.000000E+13 1.000E+15 340 2.400E-4 1.037814355E+00 1.037821030E+00
