T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
310 001_310 37.401 4.799690E-1 7.051315E-1 7.924700E+1 2.682040E+1 4.054980E-1 6.614205E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 1.778E+16
310 002_310 37.401 4.797820E-1 7.040564E-1 7.924200E+1 2.676740E+1 4.053220E-1 6.603981E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 1.778E+16
310 003_310 37.401 4.795100E-1 7.024901E-1 7.923450E+1 2.669020E+1 4.050680E-1 6.589066E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 1.778E+16
310 004_310 37.401 4.791180E-1 7.002156E-1 7.922360E+1 2.657840E+1 4.047170E-1 6.567164E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 1.778E+16
310 005_310 37.401 4.785590E-1 6.969290E-1 7.920750E+1 2.641740E+1 4.041890E-1 6.535901E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 1.778E+16
310 006_310 37.401 4.777680E-1 6.922135E-1 7.918400E+1 2.618750E+1 4.034670E-1 6.490636E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 1.778E+16
310 007_310 37.401 4.766680E-1 6.855156E-1 7.914990E+1 2.586330E+1 4.024320E-1 6.426750E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 1.778E+16
310 008_310 37.401 4.751680E-1 6.761362E-1 7.910060E+1 2.541330E+1 4.010060E-1 6.337389E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 1.778E+16
310 009_310 37.401 4.731750E-1 6.632571E-1 7.903090E+1 2.480280E+1 3.991110E-1 6.214503E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 1.778E+16
310 010_310 37.401 4.706050E-1 6.460345E-1 7.893560E+1 2.399850E+1 3.966500E-1 6.050307E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 1.778E+16
310 011_310 37.401 4.672690E-1 6.237833E-1 7.883380E+1 2.297800E+1 3.935450E-1 5.838741E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 1.778E+16
310 012_310 37.401 4.633140E-1 5.962372E-1 7.869890E+1 2.174020E+1 3.898340E-1 5.576779E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 1.778E+16
310 013_310 37.401 4.587660E-1 5.637876E-1 7.853640E+1 2.031320E+1 3.855180E-1 5.269065E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 1.778E+16
310 014_310 37.401 4.536520E-1 5.275343E-1 7.836100E+1 1.875310E+1 3.807320E-1 4.925537E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 1.778E+16
310 015_310 37.401 4.481810E-1 4.890280E-1 7.815740E+1 1.713000E+1 3.755760E-1 4.560992E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 1.778E+16
310 016_310 37.401 4.423700E-1 4.497942E-1 7.793620E+1 1.550740E+1 3.701070E-1 4.189972E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 1.778E+16
310 017_310 37.401 4.362290E-1 4.109262E-1 7.769830E+1 1.392800E+1 3.643460E-1 3.822748E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 1.778E+16
310 018_310 37.401 4.298590E-1 3.729930E-1 7.741760E+1 1.241270E+1 3.582710E-1 3.464606E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 1.778E+16
310 019_310 37.401 4.230030E-1 3.362398E-1 7.712740E+1 1.096990E+1 3.518650E-1 3.117636E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 1.778E+16
310 020_310 37.401 4.157900E-1 3.008581E-1 7.679230E+1 9.606200E+0 3.450490E-1 2.784025E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 1.778E+16
310 021_310 37.401 4.082130E-1 2.671225E-1 7.640240E+1 8.331100E+0 3.378420E-1 2.465990E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 1.778E+16
310 022_310 37.401 4.002420E-1 2.353706E-1 7.595160E+1 7.155000E+0 3.302050E-1 2.166848E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 1.778E+16
310 023_310 37.401 3.917840E-1 2.059176E-1 7.544440E+1 6.086500E+0 3.221390E-1 1.889400E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 1.778E+16
310 024_310 37.401 3.829200E-1 1.789908E-1 7.484610E+1 5.129900E+0 3.136230E-1 1.635688E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 1.778E+16
310 025_310 37.401 3.736260E-1 1.547063E-1 7.413440E+1 4.285100E+0 3.045800E-1 1.406901E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 1.778E+16
