N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 320 1.900E-4 1.017082137E+00 1.018420413E+00
1.468000E+10 1.000E+15 320 1.900E-4 1.017452544E+00 1.018386680E+00
2.154000E+10 1.000E+15 320 1.900E-4 1.017690983E+00 1.018337860E+00
3.162000E+10 1.000E+15 320 1.900E-4 1.017822336E+00 1.018267674E+00
4.642000E+10 1.000E+15 320 1.900E-4 1.017862513E+00 1.018167753E+00
6.813000E+10 1.000E+15 320 1.900E-4 1.017819044E+00 1.018027541E+00
1.000000E+11 1.000E+15 320 1.900E-4 1.017692948E+00 1.017834970E+00
1.468000E+11 1.000E+15 320 1.900E-4 1.017482317E+00 1.017578849E+00
2.154000E+11 1.000E+15 320 1.900E-4 1.017188919E+00 1.017254456E+00
3.162000E+11 1.000E+15 320 1.900E-4 1.016829443E+00 1.016873975E+00
4.642000E+11 1.000E+15 320 1.900E-4 1.016451716E+00 1.016482131E+00
6.813000E+11 1.000E+15 320 1.900E-4 1.016151757E+00 1.016172801E+00
1.000000E+12 1.000E+15 320 1.900E-4 1.016079977E+00 1.016094912E+00
1.468000E+12 1.000E+15 320 1.900E-4 1.016421514E+00 1.016432553E+00
2.154000E+12 1.000E+15 320 1.900E-4 1.017348523E+00 1.017357130E+00
3.162000E+12 1.000E+15 320 1.900E-4 1.018970412E+00 1.018977515E+00
4.642000E+12 1.000E+15 320 1.900E-4 1.036510301E+00 1.036508494E+00
6.813000E+12 1.000E+15 320 1.900E-4 1.059058883E+00 1.059059740E+00
1.000000E+13 1.000E+15 320 1.900E-4 1.076707506E+00 1.076709534E+00
