T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
295 001_295 39.302 5.154200E-1 7.238645E-1 8.095090E+1 3.020230E+1 4.413380E-1 6.843347E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.778E+15
295 002_295 39.302 5.147630E-1 7.232704E-1 8.093120E+1 3.013170E+1 4.407130E-1 6.837042E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.778E+15
295 003_295 39.302 5.138340E-1 7.224017E-1 8.090260E+1 3.003060E+1 4.398140E-1 6.828017E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.778E+15
295 004_295 39.302 5.125390E-1 7.211338E-1 8.086130E+1 2.988700E+1 4.385640E-1 6.814750E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.778E+15
295 005_295 39.302 5.107660E-1 7.192879E-1 8.080270E+1 2.968590E+1 4.368260E-1 6.795816E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.778E+15
295 006_295 39.302 5.082960E-1 7.166110E-1 8.073700E+1 2.940840E+1 4.345020E-1 6.768314E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.778E+15
295 007_295 39.302 5.050760E-1 7.127497E-1 8.064910E+1 2.903310E+1 4.314750E-1 6.728810E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.778E+15
295 008_295 39.302 5.010990E-1 7.072239E-1 8.052250E+1 2.853630E+1 4.276460E-1 6.672872E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.778E+15
295 009_295 39.302 4.961330E-1 6.994036E-1 8.038660E+1 2.789390E+1 4.229980E-1 6.594345E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.778E+15
295 010_295 39.302 4.904510E-1 6.885080E-1 8.020320E+1 2.708290E+1 4.175490E-1 6.486181E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.778E+15
295 011_295 39.302 4.839060E-1 6.736514E-1 8.001480E+1 2.608350E+1 4.114160E-1 6.339944E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 1.778E+15
295 012_295 39.302 4.768560E-1 6.539697E-1 7.979160E+1 2.488290E+1 4.047560E-1 6.147642E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 1.778E+15
295 013_295 39.302 4.694820E-1 6.288472E-1 7.953700E+1 2.348190E+1 3.977440E-1 5.903775E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 1.778E+15
295 014_295 39.302 4.618300E-1 5.982077E-1 7.927800E+1 2.190210E+1 3.905570E-1 5.607937E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 1.778E+15
295 015_295 39.302 4.541280E-1 5.627397E-1 7.900610E+1 2.019040E+1 3.833110E-1 5.267391E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 1.778E+15
295 016_295 39.302 4.465270E-1 5.238689E-1 7.871640E+1 1.841340E+1 3.761230E-1 4.895592E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 1.778E+15
295 017_295 39.302 4.390900E-1 4.833896E-1 7.840540E+1 1.664170E+1 3.690530E-1 4.509293E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 1.778E+15
295 018_295 39.302 4.316900E-1 4.429149E-1 7.808940E+1 1.493080E+1 3.620610E-1 4.123852E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 1.778E+15
295 019_295 39.302 4.242780E-1 4.034786E-1 7.775780E+1 1.331110E+1 3.550680E-1 3.748895E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 1.778E+15
295 020_295 39.302 4.168270E-1 3.655100E-1 7.738920E+1 1.179060E+1 3.479790E-1 3.388308E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 1.778E+15
295 021_295 39.302 4.092470E-1 3.291050E-1 7.697100E+1 1.036680E+1 3.406930E-1 3.042871E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 1.778E+15
295 022_295 39.302 4.013660E-1 2.943330E-1 7.651110E+1 9.038600E+0 3.331540E-1 2.713053E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 1.778E+15
295 023_295 39.302 3.931670E-1 2.613819E-1 7.599150E+1 7.809400E+0 3.253030E-1 2.400660E-1 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 1.778E+15
295 024_295 39.302 3.846650E-1 2.305288E-1 7.538580E+1 6.684900E+0 3.170610E-1 2.108413E-1 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 1.778E+15
