fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
002_314 002_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.260646403E-14 1.000000000E+20 1.209526664E+00 1.695657510E-15 2.074176282E-04 
002_314_SRH 002_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 7.923305705E-15 1.000000000E+20 1.223299395E+00 1.622230783E-15 3.390904818E-04 
005_314 005_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.763511510E-14 1.000000000E+20 1.220718021E+00 5.169138523E-15 3.064472592E-04 
005_314_SRH 005_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.316269988E-14 1.000000000E+20 1.225302713E+00 5.101139455E-15 3.675245309E-04 
006_314 006_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 3.671847219E-14 1.000000000E+20 1.223378533E+00 7.528179336E-15 3.397296881E-04 
006_314_SRH 006_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 3.236947233E-14 1.000000000E+20 1.226516772E+00 7.462747588E-15 3.863513323E-04 
008_314 008_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 6.383950444E-14 1.000000000E+20 1.228669488E+00 1.598737128E-14 4.225005762E-04 
008_314_SRH 008_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 5.983705497E-14 1.000000000E+20 1.230129475E+00 1.592886940E-14 4.506810756E-04 
011_314 011_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.304403480E-13 1.000000000E+20 1.238016871E+00 4.950813531E-14 6.476894970E-04 
011_314_SRH 011_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.271115561E-13 1.000000000E+20 1.238504274E+00 4.946386590E-14 6.637162137E-04 
012_314 012_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.601644973E-13 1.000000000E+20 1.241448710E+00 7.223504617E-14 7.660532409E-04 
012_314_SRH 012_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 1.570461414E-13 1.000000000E+20 1.241801691E+00 7.219604178E-14 7.800856578E-04 
015_314 015_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.823677904E-13 1.000000000E+20 1.252030045E+00 2.257728259E-13 1.288054638E-03 
015_314_SRH 015_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 2.797044775E-13 1.000000000E+20 1.252194240E+00 2.257521309E-13 1.298390064E-03 
017_314 017_314.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.061062262E-13 1.000000000E+20 1.259459916E+00 4.851738895E-13 1.791394011E-03 
017_314_SRH 017_314_srh.dat 314 36.924 1.000000000E+00 0.000000000E+00 4.036172327E-13 1.000000000E+20 1.259573748E+00 4.851723351E-13 1.800009809E-03 
