fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_325 001_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.962923593E-14 1.000000000E+20 1.253725612E+00 3.952421836E-15 1.296818405E-04 
001_325_SRH 001_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 8.168546542E-15 1.000000000E+20 1.291406338E+00 3.683634966E-15 5.190606006E-04 
002_325 002_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 3.337186220E-14 1.000000000E+20 1.264059123E+00 5.665939476E-15 1.769751772E-04 
002_325_SRH 002_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.195134712E-14 1.000000000E+20 1.291482292E+00 5.406445383E-15 5.207799847E-04 
003_325 003_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 3.882076479E-14 1.000000000E+20 1.271816532E+00 8.185601359E-15 2.296987776E-04 
003_325_SRH 003_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.746013558E-14 1.000000000E+20 1.291592877E+00 7.934742649E-15 5.232973237E-04 
004_325 004_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 4.672705865E-14 1.000000000E+20 1.277607792E+00 1.188743819E-14 2.846877744E-04 
004_325_SRH 004_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.545361761E-14 1.000000000E+20 1.291753246E+00 1.164484104E-14 5.269781975E-04 
005_325 005_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 5.814074603E-14 1.000000000E+20 1.281946174E+00 1.732307542E-14 3.387347713E-04 
005_325_SRH 005_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 3.699255731E-14 1.000000000E+20 1.291984625E+00 1.708856694E-14 5.323506995E-04 
006_325 006_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 7.449701020E-14 1.000000000E+20 1.285245280E+00 2.530117447E-14 3.896261736E-04 
006_325_SRH 006_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 5.352682112E-14 1.000000000E+20 1.292315923E+00 2.507483388E-14 5.401729032E-04 
007_325 007_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 9.769383164E-14 1.000000000E+20 1.287837957E+00 3.700661032E-14 4.368162317E-04 
007_325_SRH 007_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 7.697343689E-14 1.000000000E+20 1.292785271E+00 3.678892024E-14 5.515206545E-04 
008_325 008_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.301225712E-13 1.000000000E+20 1.289996756E+00 5.417478915E-14 4.815402787E-04 
008_325_SRH 008_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.097467178E-13 1.000000000E+20 1.293440624E+00 5.396682389E-14 5.678995567E-04 
009_325 009_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.745888134E-13 1.000000000E+20 1.291947936E+00 7.934667740E-14 5.265457862E-04 
009_325_SRH 009_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.546768305E-13 1.000000000E+20 1.294338110E+00 7.915027564E-14 5.913725581E-04 
010_325 010_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.340523471E-13 1.000000000E+20 1.293878140E+00 1.162426518E-13 5.757299104E-04 
010_325_SRH 010_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.147446537E-13 1.000000000E+20 1.295536972E+00 1.160605264E-13 6.246861578E-04 
011_325 011_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 3.111660705E-13 1.000000000E+20 1.295934615E+00 1.703126702E-13 6.338449622E-04 
011_325_SRH 011_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 2.926123986E-13 1.000000000E+20 1.297090528E+00 1.701484490E-13 6.713506852E-04 
012_325 012_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 4.077477224E-13 1.000000000E+20 1.298221769E+00 2.495500965E-13 7.062492286E-04 
012_325_SRH 012_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 3.900857311E-13 1.000000000E+20 1.299034919E+00 2.494082957E-13 7.356030839E-04 
013_325 013_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 5.245323557E-13 1.000000000E+20 1.300798754E+00 3.657003974E-13 7.985730205E-04 
013_325_SRH 013_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 5.078602254E-13 1.000000000E+20 1.301380221E+00 3.655864304E-13 8.221532910E-04 
014_325 014_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 6.616084382E-13 1.000000000E+20 1.303683007E+00 5.360573011E-13 9.161707846E-04 
014_325_SRH 014_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 6.459610581E-13 1.000000000E+20 1.304108751E+00 5.359776329E-13 9.356419862E-04 
015_325 015_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 8.195865480E-13 1.000000000E+20 1.306861112E+00 7.861231491E-13 1.063376305E-03 
015_325_SRH 015_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 8.049267034E-13 1.000000000E+20 1.307182204E+00 7.860858051E-13 1.079869965E-03 
016_325 016_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.000932352E-12 1.000000000E+20 1.310304021E+00 1.153533060E-12 1.242838426E-03 
016_325_SRH 016_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 9.871619415E-13 1.000000000E+20 1.310554065E+00 1.153548461E-12 1.257098900E-03 
017_325 017_325.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.210639553E-12 1.000000000E+20 1.313981900E+00 1.693835412E-12 1.455372675E-03 
017_325_SRH 017_325_srh.dat 325 35.674 1.000000000E+00 0.000000000E+00 1.197625397E-12 1.000000000E+20 1.314182553E+00 1.693917577E-12 1.467876102E-03 
