fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_315 001_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.237933320E-14 1.000000000E+20 1.216331495E+00 2.654409723E-15 3.551894792E-04 
001_315_SRH 001_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 8.208554042E-15 1.000000000E+20 1.225264340E+00 2.590292139E-15 5.340645252E-04 
002_315 002_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.962929838E-14 1.000000000E+20 1.220487705E+00 4.984628898E-15 4.262396138E-04 
002_315_SRH 002_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.547531598E-14 1.000000000E+20 1.225414637E+00 4.921655609E-15 5.382655724E-04 
003_315 003_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 3.309195267E-14 1.000000000E+20 1.223022205E+00 9.410426565E-15 4.798469821E-04 
003_315_SRH 003_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.896870323E-14 1.000000000E+20 1.225694987E+00 9.348548351E-15 5.462028409E-04 
004_315 004_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 5.760103627E-14 1.000000000E+20 1.224774061E+00 1.780851618E-14 5.227750525E-04 
004_315_SRH 004_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 5.353292724E-14 1.000000000E+20 1.226209575E+00 1.774799692E-14 5.611199673E-04 
005_315 005_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.006979251E-13 1.000000000E+20 1.226358715E+00 3.372359680E-14 5.665924113E-04 
005_315_SRH 005_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 9.672482888E-14 1.000000000E+20 1.227127459E+00 3.366511245E-14 5.888791951E-04 
006_315 006_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.722866043E-13 1.000000000E+20 1.228273210E+00 6.383282841E-14 6.261753310E-04 
006_315_SRH 006_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.684657104E-13 1.000000000E+20 1.228687407E+00 6.377755416E-14 6.396137222E-04 
007_315 007_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.817500251E-13 1.000000000E+20 1.230920175E+00 1.207020876E-13 7.207787900E-04 
007_315_SRH 007_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.781461244E-13 1.000000000E+20 1.231148134E+00 1.206516704E-13 7.294486989E-04 
008_315 008_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 4.335401539E-13 1.000000000E+20 1.234531211E+00 2.280625632E-13 8.743448188E-04 
008_315_SRH 008_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 4.301987232E-13 1.000000000E+20 1.234662720E+00 2.280189518E-13 8.804665153E-04 
009_315 009_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 6.282063635E-13 1.000000000E+20 1.239088885E+00 4.310599341E-13 1.111134121E-03 
009_315_SRH 009_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 6.251250526E-13 1.000000000E+20 1.239170982E+00 4.310253658E-13 1.115867315E-03 
010_315 010_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 8.724877261E-13 1.000000000E+20 1.244410417E+00 8.160494087E-13 1.447021024E-03 
010_315_SRH 010_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 8.696170596E-13 1.000000000E+20 1.244466771E+00 8.160272016E-13 1.450925614E-03 
011_315 011_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.186320979E-12 1.000000000E+20 1.250348071E+00 1.548392074E-12 1.886126294E-03 
011_315_SRH 011_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.183595967E-12 1.000000000E+20 1.250389920E+00 1.548388357E-12 1.889439725E-03 
