1.000000E+10 3.162E+15 305 1.800E-4 1.214120800E+00 1.217839971E+00 1.202032849E+00 1.207223745E+00
1.468000E+10 3.162E+15 305 1.800E-4 1.215352323E+00 1.217943056E+00 1.203559060E+00 1.207248083E+00
2.154000E+10 3.162E+15 305 1.800E-4 1.216297688E+00 1.218092823E+00 1.204687511E+00 1.207283699E+00
3.162000E+10 3.162E+15 305 1.800E-4 1.217070319E+00 1.218309406E+00 1.205522610E+00 1.207335778E+00
4.642000E+10 3.162E+15 305 1.800E-4 1.217767323E+00 1.218620517E+00 1.206152398E+00 1.207411826E+00
6.813000E+10 3.162E+15 305 1.800E-4 1.218476318E+00 1.219063175E+00 1.206650741E+00 1.207522603E+00
1.000000E+11 3.162E+15 305 1.800E-4 1.219280705E+00 1.219684507E+00 1.207080711E+00 1.207683439E+00
1.468000E+11 3.162E+15 305 1.800E-4 1.220262014E+00 1.220540413E+00 1.207498910E+00 1.207915832E+00
2.154000E+11 3.162E+15 305 1.800E-4 1.221497166E+00 1.221689912E+00 1.207960122E+00 1.208249303E+00
3.162000E+11 3.162E+15 305 1.800E-4 1.223049240E+00 1.223183629E+00 1.208521639E+00 1.208723266E+00
4.642000E+11 3.162E+15 305 1.800E-4 1.224952981E+00 1.225047727E+00 1.209246364E+00 1.209388135E+00
6.813000E+11 3.162E+15 305 1.800E-4 1.227202601E+00 1.227270489E+00 1.210203787E+00 1.210304712E+00
1.000000E+12 3.162E+15 305 1.800E-4 1.229754091E+00 1.229803797E+00 1.211467346E+00 1.211540467E+00
1.468000E+12 3.162E+15 305 1.800E-4 1.232548383E+00 1.232585774E+00 1.213107515E+00 1.213161725E+00
2.154000E+12 3.162E+15 305 1.800E-4 1.235542315E+00 1.235571311E+00 1.215181163E+00 1.215222509E+00
3.162000E+12 3.162E+15 305 1.800E-4 1.238722430E+00 1.238745632E+00 1.217720374E+00 1.217752923E+00
4.642000E+12 3.162E+15 305 1.800E-4 1.242093653E+00 1.242112760E+00 1.220725529E+00 1.220751969E+00
6.813000E+12 3.162E+15 305 1.800E-4 1.245661011E+00 1.245677115E+00 1.224167063E+00 1.224189129E+00
1.000000E+13 3.162E+15 305 1.800E-4 1.249422724E+00 1.249436522E+00 1.227996878E+00 1.228015662E+00
