fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.488817842E-16 1.000000000E+20 1.236560334E+00 1.616721139E-16 1.722343464E-03 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.012918815E-17 1.000000000E+20 1.250516736E+00 1.620915919E-16 3.035596389E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.812395549E-16 1.000000000E+20 1.239796594E+00 2.371941167E-16 2.000503244E-03 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.027197856E-16 1.000000000E+20 1.250559413E+00 2.379237900E-16 3.039983987E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.285844806E-16 1.000000000E+20 1.242520703E+00 3.482198947E-16 2.249218292E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.503097838E-16 1.000000000E+20 1.250621781E+00 3.492368999E-16 3.046410612E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.976432744E-16 1.000000000E+20 1.244745071E+00 5.113662663E-16 2.460549567E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.196370565E-16 1.000000000E+20 1.250712920E+00 5.126365749E-16 3.055815045E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.979742970E-16 1.000000000E+20 1.246525359E+00 7.510178493E-16 2.634279091E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.202815133E-16 1.000000000E+20 1.250845935E+00 7.525055082E-16 3.069557560E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.429633689E-16 1.000000000E+20 1.247951197E+00 1.102976577E-15 2.776043467E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.656615423E-16 1.000000000E+20 1.251039646E+00 1.104651862E-15 3.089597655E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.509506903E-16 1.000000000E+20 1.249130763E+00 1.619831162E-15 2.894955179E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.741616662E-16 1.000000000E+20 1.251320789E+00 1.621676479E-15 3.118734543E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.046258072E-15 1.000000000E+20 1.250179305E+00 2.378862713E-15 3.001837009E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.701604894E-16 1.000000000E+20 1.251726812E+00 2.380876727E-15 3.160915173E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.459604653E-15 1.000000000E+20 1.251214566E+00 3.493702159E-15 3.108388345E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.384445775E-15 1.000000000E+20 1.252309025E+00 3.495903335E-15 3.221602091E-03 
010_290 010_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.027021889E-15 1.000000000E+20 1.252357414E+00 5.131557006E-15 3.227078847E-03 
010_290_SRH 010_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.953124983E-15 1.000000000E+20 1.253135593E+00 5.133988065E-15 3.308150804E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.786123825E-15 1.000000000E+20 1.253734201E+00 7.538739205E-15 3.371362981E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.713883978E-15 1.000000000E+20 1.254293005E+00 7.541473237E-15 3.430073528E-03 
012_290 012_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.769027081E-15 1.000000000E+20 1.255476729E+00 1.107861421E-14 3.555744825E-03 
012_290_SRH 012_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.698886195E-15 1.000000000E+20 1.255883893E+00 1.108176362E-14 3.598953786E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.993116794E-15 1.000000000E+20 1.257715906E+00 1.628817992E-14 3.795208530E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.925511024E-15 1.000000000E+20 1.258018247E+00 1.629190846E-14 3.827665766E-03 
014_290 014_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.454129178E-15 1.000000000E+20 1.260566322E+00 2.396253982E-14 4.103605191E-03 
014_290_SRH 014_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.389413353E-15 1.000000000E+20 1.260795872E+00 2.396707785E-14 4.128561511E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.128044196E-15 1.000000000E+20 1.264102894E+00 3.528085081E-14 4.490974566E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.066415143E-15 1.000000000E+20 1.264281324E+00 3.528651242E-14 4.510627577E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.984666965E-15 1.000000000E+20 1.268337375E+00 5.199334223E-14 4.960572802E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.926119158E-15 1.000000000E+20 1.268479168E+00 5.200054228E-14 4.976388659E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.200633605E-14 1.000000000E+20 1.273208343E+00 7.669780841E-14 5.507222180E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.195067291E-14 1.000000000E+20 1.273323080E+00 7.670707599E-14 5.520168674E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.419834879E-14 1.000000000E+20 1.278595619E+00 1.132478980E-13 6.118489434E-03 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.414524583E-14 1.000000000E+20 1.278689631E+00 1.132598851E-13 6.129205301E-03 
019_290 019_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.658215879E-14 1.000000000E+20 1.284355334E+00 1.673578121E-13 6.778520535E-03 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.653124965E-14 1.000000000E+20 1.284432887E+00 1.673732981E-13 6.787437256E-03 
