N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 340 2.400E-4 1.219579072E+00 1.276514712E+00
1.468000E+10 3.162E+16 340 2.400E-4 1.235310702E+00 1.276869015E+00
2.154000E+10 3.162E+16 340 2.400E-4 1.247621903E+00 1.277378585E+00
3.162000E+10 3.162E+16 340 2.400E-4 1.257118146E+00 1.278104889E+00
4.642000E+10 3.162E+16 340 2.400E-4 1.264501804E+00 1.279126888E+00
6.813000E+10 3.162E+16 340 2.400E-4 1.270446093E+00 1.280539396E+00
1.000000E+11 3.162E+16 340 2.400E-4 1.275535050E+00 1.282444746E+00
1.468000E+11 3.162E+16 340 2.400E-4 1.280235420E+00 1.284933559E+00
2.154000E+11 3.162E+16 340 2.400E-4 1.284878744E+00 1.288055480E+00
3.162000E+11 3.162E+16 340 2.400E-4 1.289648064E+00 1.291787737E+00
4.642000E+11 3.162E+16 340 2.400E-4 1.294580818E+00 1.296020029E+00
6.813000E+11 3.162E+16 340 2.400E-4 1.299601853E+00 1.300572320E+00
1.000000E+12 3.162E+16 340 2.400E-4 1.304582458E+00 1.305242085E+00
1.468000E+12 3.162E+16 340 2.400E-4 1.309400129E+00 1.309855192E+00
2.154000E+12 3.162E+16 340 2.400E-4 1.313976266E+00 1.314297306E+00
3.162000E+12 3.162E+16 340 2.400E-4 1.318287848E+00 1.318520905E+00
4.642000E+12 3.162E+16 340 2.400E-4 1.322360912E+00 1.322535602E+00
6.813000E+12 3.162E+16 340 2.400E-4 1.326254334E+00 1.326389528E+00
1.000000E+13 3.162E+16 340 2.400E-4 1.330041400E+00 1.330149125E+00
