N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 315 1.500E-4 1.188519134E+00 1.192057693E+00
1.468000E+10 1.400E+15 315 1.500E-4 1.189622835E+00 1.192090420E+00
2.154000E+10 1.400E+15 315 1.500E-4 1.190427473E+00 1.192138298E+00
3.162000E+10 1.400E+15 315 1.500E-4 1.191027213E+00 1.192208212E+00
4.642000E+10 1.400E+15 315 1.500E-4 1.191497270E+00 1.192310078E+00
6.813000E+10 1.400E+15 315 1.500E-4 1.191899604E+00 1.192457981E+00
1.000000E+11 1.400E+15 315 1.500E-4 1.192288380E+00 1.192671695E+00
1.468000E+11 1.400E+15 315 1.500E-4 1.192715085E+00 1.192978310E+00
2.154000E+11 1.400E+15 315 1.500E-4 1.193232708E+00 1.193413743E+00
3.162000E+11 1.400E+15 315 1.500E-4 1.193898403E+00 1.194023279E+00
4.642000E+11 1.400E+15 315 1.500E-4 1.194773049E+00 1.194859604E+00
6.813000E+11 1.400E+15 315 1.500E-4 1.195915976E+00 1.195976416E+00
1.000000E+12 1.400E+15 315 1.500E-4 1.197373348E+00 1.197416009E+00
1.468000E+12 1.400E+15 315 1.500E-4 1.199162230E+00 1.199192807E+00
2.154000E+12 1.400E+15 315 1.500E-4 1.201258780E+00 1.201281129E+00
3.162000E+12 1.400E+15 315 1.500E-4 1.203603785E+00 1.203620523E+00
4.642000E+12 1.400E+15 315 1.500E-4 1.206130659E+00 1.206143541E+00
6.813000E+12 1.400E+15 315 1.500E-4 1.208798495E+00 1.208808702E+00
1.000000E+13 1.400E+15 315 1.500E-4 1.211602043E+00 1.211610358E+00
