N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 315 1.500E-4 1.013656821E+00 1.015256589E+00
1.468000E+10 1.400E+15 315 1.500E-4 1.014130822E+00 1.015262470E+00
2.154000E+10 1.400E+15 315 1.500E-4 1.014478810E+00 1.015271188E+00
3.162000E+10 1.400E+15 315 1.500E-4 1.014733158E+00 1.015284169E+00
4.642000E+10 1.400E+15 315 1.500E-4 1.014950476E+00 1.015303611E+00
6.813000E+10 1.400E+15 315 1.500E-4 1.017966314E+00 1.017679096E+00
1.000000E+11 1.400E+15 315 1.500E-4 1.022364957E+00 1.022168595E+00
1.468000E+11 1.400E+15 315 1.500E-4 1.028623495E+00 1.028490001E+00
2.154000E+11 1.400E+15 315 1.500E-4 1.037311670E+00 1.037221727E+00
3.162000E+11 1.400E+15 315 1.500E-4 1.049012648E+00 1.048952989E+00
4.642000E+11 1.400E+15 315 1.500E-4 1.064141334E+00 1.064102945E+00
6.813000E+11 1.400E+15 315 1.500E-4 1.082641569E+00 1.082618239E+00
1.000000E+12 1.400E+15 315 1.500E-4 1.103648204E+00 1.103635551E+00
1.468000E+12 1.400E+15 315 1.500E-4 1.125386162E+00 1.125380896E+00
2.154000E+12 1.400E+15 315 1.500E-4 1.145634551E+00 1.145634045E+00
3.162000E+12 1.400E+15 315 1.500E-4 1.162672378E+00 1.162674570E+00
4.642000E+12 1.400E+15 315 1.500E-4 1.175990121E+00 1.175993522E+00
6.813000E+12 1.400E+15 315 1.500E-4 1.186149366E+00 1.186153079E+00
1.000000E+13 1.400E+15 315 1.500E-4 1.194093144E+00 1.194096718E+00
