T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
300 001_300 38.647 5.027510E-1 6.332958E-1 8.038430E+1 2.559360E+1 4.285840E-1 5.971663E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.000E+17
300 002_300 38.647 5.019680E-1 6.199102E-1 8.035920E+1 2.500580E+1 4.278420E-1 5.844635E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.000E+17
300 003_300 38.647 5.009490E-1 6.028518E-1 8.032570E+1 2.425820E+1 4.268460E-1 5.683126E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.000E+17
300 004_300 38.647 4.996390E-1 5.819373E-1 8.028580E+1 2.334380E+1 4.256150E-1 5.484719E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.000E+17
300 005_300 38.647 4.979720E-1 5.573001E-1 8.024580E+1 2.226980E+1 4.240720E-1 5.251417E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.000E+17
300 006_300 38.647 4.960070E-1 5.293408E-1 8.019260E+1 2.105510E+1 4.222360E-1 4.986573E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.000E+17
300 007_300 38.647 4.937390E-1 4.985986E-1 8.012410E+1 1.972470E+1 4.200880E-1 4.695384E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.000E+17
300 008_300 38.647 4.911530E-1 4.656419E-1 8.003840E+1 1.830490E+1 4.175880E-1 4.383480E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.000E+17
300 009_300 38.647 4.881170E-1 4.310451E-1 7.995230E+1 1.682200E+1 4.147560E-1 4.055876E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.000E+17
300 010_300 38.647 4.846820E-1 3.954194E-1 7.985240E+1 1.530390E+1 4.115330E-1 3.718761E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.000E+17
300 011_300 38.647 4.809090E-1 3.594260E-1 7.972440E+1 1.378040E+1 4.079200E-1 3.378226E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.000E+17
300 012_300 38.647 4.765860E-1 3.237476E-1 7.959950E+1 1.228170E+1 4.038960E-1 3.040806E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.000E+17
