T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
295 001_295 39.302 5.158010E-1 7.153804E-1 8.097130E+1 2.987790E+1 4.417680E-1 6.763265E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 5.623E+15
295 002_295 39.302 5.153610E-1 7.142247E-1 8.095920E+1 2.979970E+1 4.413380E-1 6.752145E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 5.623E+15
295 003_295 39.302 5.147340E-1 7.125411E-1 8.094140E+1 2.968680E+1 4.407520E-1 6.735492E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 5.623E+15
295 004_295 39.302 5.138480E-1 7.100974E-1 8.091540E+1 2.952460E+1 4.398930E-1 6.711772E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 5.623E+15
295 005_295 39.302 5.126160E-1 7.065681E-1 8.087760E+1 2.929370E+1 4.387210E-1 6.677078E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 5.623E+15
295 006_295 39.302 5.109350E-1 7.015082E-1 8.082360E+1 2.896920E+1 4.370800E-1 6.627899E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 5.623E+15
295 007_295 39.302 5.086140E-1 6.943287E-1 8.076150E+1 2.852050E+1 4.348930E-1 6.558065E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 5.623E+15
295 008_295 39.302 5.055830E-1 6.842899E-1 8.068170E+1 2.791300E+1 4.320610E-1 6.460452E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 5.623E+15
295 009_295 39.302 5.018680E-1 6.705339E-1 8.056580E+1 2.711190E+1 4.285060E-1 6.327092E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 5.623E+15
295 010_295 39.302 4.973140E-1 6.521900E-1 8.043540E+1 2.608860E+1 4.242090E-1 6.149956E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 5.623E+15
295 011_295 39.302 4.920980E-1 6.285772E-1 8.027240E+1 2.483000E+1 4.192480E-1 5.922504E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 5.623E+15
295 012_295 39.302 4.862440E-1 5.994825E-1 8.009590E+1 2.334750E+1 4.137400E-1 5.643044E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 5.623E+15
295 013_295 39.302 4.800850E-1 5.654069E-1 7.988170E+1 2.168340E+1 4.078220E-1 5.316869E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 5.623E+15
295 014_295 39.302 4.735210E-1 5.276005E-1 7.967670E+1 1.990560E+1 4.016890E-1 4.955479E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 5.623E+15
295 015_295 39.302 4.668850E-1 4.877667E-1 7.944780E+1 1.809270E+1 3.954000E-1 4.575801E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 5.623E+15
295 016_295 39.302 4.602400E-1 4.475422E-1 7.919290E+1 1.631190E+1 3.890330E-1 4.192927E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 5.623E+15
295 017_295 39.302 4.533630E-1 4.080612E-1 7.894520E+1 1.460480E+1 3.825880E-1 3.817383E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 5.623E+15
295 018_295 39.302 4.463840E-1 3.698622E-1 7.866850E+1 1.298820E+1 3.759860E-1 3.454436E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 5.623E+15
295 019_295 39.302 4.392520E-1 3.331123E-1 7.835320E+1 1.146470E+1 3.691500E-1 3.105689E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 5.623E+15
