N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 310 2.300E-4 1.193314918E+00 1.196676805E+00
1.468000E+10 1.778E+15 310 2.300E-4 1.194385760E+00 1.196720091E+00
2.154000E+10 1.778E+15 310 2.300E-4 1.195169887E+00 1.196783233E+00
3.162000E+10 1.778E+15 310 2.300E-4 1.195763674E+00 1.196875059E+00
4.642000E+10 1.778E+15 310 2.300E-4 1.196244008E+00 1.197008061E+00
6.813000E+10 1.778E+15 310 2.300E-4 1.196674741E+00 1.197199555E+00
1.000000E+11 1.778E+15 310 2.300E-4 1.197112397E+00 1.197472978E+00
1.468000E+11 1.778E+15 310 2.300E-4 1.197610733E+00 1.197858854E+00
2.154000E+11 1.778E+15 310 2.300E-4 1.198223617E+00 1.198394884E+00
3.162000E+11 1.778E+15 310 2.300E-4 1.199005328E+00 1.199124154E+00
4.642000E+11 1.778E+15 310 2.300E-4 1.200000327E+00 1.200084428E+00
6.813000E+11 1.778E+15 310 2.300E-4 1.201262176E+00 1.201322280E+00
1.000000E+12 1.778E+15 310 2.300E-4 1.202813813E+00 1.202856115E+00
1.468000E+12 1.778E+15 310 2.300E-4 1.204684678E+00 1.204715787E+00
2.154000E+12 1.778E+15 310 2.300E-4 1.206863452E+00 1.206886963E+00
3.162000E+12 1.778E+15 310 2.300E-4 1.209328742E+00 1.209347085E+00
4.642000E+12 1.778E+15 310 2.300E-4 1.212076455E+00 1.212091233E+00
6.813000E+12 1.778E+15 310 2.300E-4 1.215070810E+00 1.215083071E+00
1.000000E+13 1.778E+15 310 2.300E-4 1.218286815E+00 1.218297223E+00
