N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 4.500E+16 333 2.000E-4 1.288895866E+00 1.304510137E+00
5.861000E+10 4.500E+16 333 2.000E-4 1.291242109E+00 1.304719208E+00
6.869000E+10 4.500E+16 333 2.000E-4 1.293344278E+00 1.304960015E+00
8.051000E+10 4.500E+16 333 2.000E-4 1.295238816E+00 1.305236585E+00
9.437000E+10 4.500E+16 333 2.000E-4 1.296959220E+00 1.305553262E+00
1.106000E+11 4.500E+16 333 2.000E-4 1.298536159E+00 1.305914595E+00
1.296000E+11 4.500E+16 333 2.000E-4 1.299997585E+00 1.306325262E+00
1.520000E+11 4.500E+16 333 2.000E-4 1.301368945E+00 1.306789976E+00
1.781000E+11 4.500E+16 333 2.000E-4 1.302673157E+00 1.307313294E+00
2.088000E+11 4.500E+16 333 2.000E-4 1.303930715E+00 1.307899473E+00
2.447000E+11 4.500E+16 333 2.000E-4 1.305159690E+00 1.308552242E+00
2.868000E+11 4.500E+16 333 2.000E-4 1.306375681E+00 1.309274681E+00
3.362000E+11 4.500E+16 333 2.000E-4 1.307591909E+00 1.310068878E+00
3.940000E+11 4.500E+16 333 2.000E-4 1.308819070E+00 1.310935887E+00
4.618000E+11 4.500E+16 333 2.000E-4 1.310065457E+00 1.311875529E+00
5.413000E+11 4.500E+16 333 2.000E-4 1.311337006E+00 1.312886343E+00
6.345000E+11 4.500E+16 333 2.000E-4 1.312637490E+00 1.313965629E+00
7.437000E+11 4.500E+16 333 2.000E-4 1.313968686E+00 1.315109509E+00
8.717000E+11 4.500E+16 333 2.000E-4 1.315330712E+00 1.316313194E+00
1.022000E+12 4.500E+16 333 2.000E-4 1.316722317E+00 1.317571177E+00
1.198000E+12 4.500E+16 333 2.000E-4 1.318141341E+00 1.318877575E+00
1.404000E+12 4.500E+16 333 2.000E-4 1.319585041E+00 1.320226400E+00
1.645000E+12 4.500E+16 333 2.000E-4 1.321050458E+00 1.321611925E+00
1.928000E+12 4.500E+16 333 2.000E-4 1.322534768E+00 1.323028929E+00
2.260000E+12 4.500E+16 333 2.000E-4 1.324035520E+00 1.324472894E+00
2.649000E+12 4.500E+16 333 2.000E-4 1.325550836E+00 1.325940184E+00
3.105000E+12 4.500E+16 333 2.000E-4 1.327079519E+00 1.327428141E+00
3.639000E+12 4.500E+16 333 2.000E-4 1.328621136E+00 1.328935064E+00
4.266000E+12 4.500E+16 333 2.000E-4 1.330175988E+00 1.330460205E+00
5.000000E+12 4.500E+16 333 2.000E-4 1.331745057E+00 1.332003691E+00
