N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 4.500E+16 333 2.000E-4 1.221875810E+00 1.231971682E+00
5.861000E+10 4.500E+16 333 2.000E-4 1.224264692E+00 1.232904254E+00
6.869000E+10 4.500E+16 333 2.000E-4 1.226570585E+00 1.233952729E+00
8.051000E+10 4.500E+16 333 2.000E-4 1.228825751E+00 1.235124505E+00
9.437000E+10 4.500E+16 333 2.000E-4 1.231058312E+00 1.236425503E+00
1.106000E+11 4.500E+16 333 2.000E-4 1.233291802E+00 1.237859514E+00
1.296000E+11 4.500E+16 333 2.000E-4 1.235544971E+00 1.239427689E+00
1.520000E+11 4.500E+16 333 2.000E-4 1.237831110E+00 1.241128092E+00
1.781000E+11 4.500E+16 333 2.000E-4 1.240158213E+00 1.242955211E+00
2.088000E+11 4.500E+16 333 2.000E-4 1.242528744E+00 1.244899780E+00
2.447000E+11 4.500E+16 333 2.000E-4 1.244940114E+00 1.246948937E+00
2.868000E+11 4.500E+16 333 2.000E-4 1.247385008E+00 1.249086429E+00
3.362000E+11 4.500E+16 333 2.000E-4 1.249852348E+00 1.251293442E+00
3.940000E+11 4.500E+16 333 2.000E-4 1.252328367E+00 1.253549388E+00
4.618000E+11 4.500E+16 333 2.000E-4 1.254797613E+00 1.255832963E+00
5.413000E+11 4.500E+16 333 2.000E-4 1.257244396E+00 1.258123411E+00
6.345000E+11 4.500E+16 333 2.000E-4 1.259653829E+00 1.260401348E+00
7.437000E+11 4.500E+16 333 2.000E-4 1.262012778E+00 1.262649856E+00
8.717000E+11 4.500E+16 333 2.000E-4 1.264310624E+00 1.264855011E+00
1.022000E+12 4.500E+16 333 2.000E-4 1.266539616E+00 1.267006259E+00
1.198000E+12 4.500E+16 333 2.000E-4 1.268695002E+00 1.269096390E+00
1.404000E+12 4.500E+16 333 2.000E-4 1.270774812E+00 1.271121415E+00
1.645000E+12 4.500E+16 333 2.000E-4 1.272779614E+00 1.273080158E+00
1.928000E+12 4.500E+16 333 2.000E-4 1.274712060E+00 1.274973850E+00
2.260000E+12 4.500E+16 333 2.000E-4 1.276576379E+00 1.276805464E+00
2.649000E+12 4.500E+16 333 2.000E-4 1.278377934E+00 1.278579371E+00
3.105000E+12 4.500E+16 333 2.000E-4 1.280122830E+00 1.280300844E+00
3.639000E+12 4.500E+16 333 2.000E-4 1.281817615E+00 1.281975707E+00
4.266000E+12 4.500E+16 333 2.000E-4 1.283468964E+00 1.283610093E+00
5.000000E+12 4.500E+16 333 2.000E-4 1.285083615E+00 1.285210203E+00
