N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 295 1.500E-4 1.250728177E+00 1.279859174E+00
1.468000E+10 3.162E+16 295 1.500E-4 1.255760150E+00 1.279918108E+00
2.154000E+10 3.162E+16 295 1.500E-4 1.260344630E+00 1.280004224E+00
3.162000E+10 3.162E+16 295 1.500E-4 1.264502140E+00 1.280129970E+00
4.642000E+10 3.162E+16 295 1.500E-4 1.268196115E+00 1.280313251E+00
6.813000E+10 3.162E+16 295 1.500E-4 1.271401247E+00 1.280579612E+00
1.000000E+11 3.162E+16 295 1.500E-4 1.274146292E+00 1.280965040E+00
1.468000E+11 3.162E+16 295 1.500E-4 1.276523917E+00 1.281519254E+00
2.154000E+11 3.162E+16 295 1.500E-4 1.278678351E+00 1.282309091E+00
3.162000E+11 3.162E+16 295 1.500E-4 1.280786145E+00 1.283420803E+00
4.642000E+11 3.162E+16 295 1.500E-4 1.283038743E+00 1.284959255E+00
6.813000E+11 3.162E+16 295 1.500E-4 1.285626673E+00 1.287040929E+00
1.000000E+12 3.162E+16 295 1.500E-4 1.288720819E+00 1.289777841E+00
1.468000E+12 3.162E+16 295 1.500E-4 1.292447931E+00 1.293252186E+00
2.154000E+12 3.162E+16 295 1.500E-4 1.296864418E+00 1.297487820E+00
3.162000E+12 3.162E+16 295 1.500E-4 1.301940733E+00 1.302432162E+00
4.642000E+12 3.162E+16 295 1.500E-4 1.307570111E+00 1.307962659E+00
6.813000E+12 3.162E+16 295 1.500E-4 1.313603282E+00 1.313919607E+00
1.000000E+13 3.162E+16 295 1.500E-4 1.319891888E+00 1.320147946E+00
