0.000E+0 0
1.000E-2 1.59382937E-14
2.000E-2 3.86169869E-14
3.000E-2 7.09344337E-14
4.000E-2 1.17034067E-13
5.000E-2 1.82839082E-13
6.000E-2 2.76817204E-13
7.000E-2 4.11075163E-13
8.000E-2 6.02926128E-13
9.000E-2 8.77136377E-13
1.000E-1 1.26914861E-12
1.100E-1 1.82971116E-12
1.200E-1 2.63153299E-12
1.300E-1 3.77886047E-12
1.400E-1 5.42126994E-12
1.500E-1 7.77354655E-12
1.600E-1 1.11443497E-11
1.700E-1 1.59775656E-11
1.800E-1 2.29119759E-11
1.900E-1 3.28673711E-11
2.000E-1 4.71688389E-11
2.100E-1 6.77261678E-11
2.200E-1 9.72928186E-11
2.300E-1 1.39839777E-10
2.400E-1 2.01095272E-10
2.500E-1 2.89323987E-10
2.600E-1 4.1645206E-10
2.700E-1 5.99691343E-10
2.800E-1 8.6388446E-10
2.900E-1 1.24489039E-9
3.000E-1 1.79447183E-9
3.100E-1 2.58734962E-9
3.200E-1 3.73138269E-9
3.300E-1 5.38225377E-9
3.400E-1 7.76464478E-9
3.500E-1 1.12027479E-8
3.600E-1 1.61641831E-8
3.700E-1 2.33231163E-8
3.800E-1 3.36507754E-8
3.900E-1 4.85448387E-8
4.000E-1 7.00135267E-8
4.100E-1 1.00935727E-7
4.200E-1 1.45424828E-7
4.300E-1 2.09329899E-7
4.400E-1 3.00910176E-7
4.500E-1 4.31710144E-7
