N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 330 1.800E-4 1.173539578E+00 1.232170346E+00
1.468000E+10 1.000E+17 330 1.800E-4 1.189455049E+00 1.233387286E+00
2.154000E+10 1.000E+17 330 1.800E-4 1.203149492E+00 1.235093199E+00
3.162000E+10 1.000E+17 330 1.800E-4 1.215203482E+00 1.237388116E+00
4.642000E+10 1.000E+17 330 1.800E-4 1.225077677E+00 1.240459870E+00
6.813000E+10 1.000E+17 330 1.800E-4 1.234298585E+00 1.244327064E+00
1.000000E+11 1.000E+17 330 1.800E-4 1.242311543E+00 1.249073400E+00
1.468000E+11 1.000E+17 330 1.800E-4 1.250012018E+00 1.254530870E+00
2.154000E+11 1.000E+17 330 1.800E-4 1.257443529E+00 1.260449352E+00
3.162000E+11 1.000E+17 330 1.800E-4 1.264511061E+00 1.266512769E+00
4.642000E+11 1.000E+17 330 1.800E-4 1.271084835E+00 1.272428837E+00
6.813000E+11 1.000E+17 330 1.800E-4 1.277084812E+00 1.278001110E+00
1.000000E+12 1.000E+17 330 1.800E-4 1.282511857E+00 1.283150134E+00
1.468000E+12 1.000E+17 330 1.800E-4 1.287432713E+00 1.287889088E+00
2.154000E+12 1.000E+17 330 1.800E-4 1.291948145E+00 1.292284074E+00
3.162000E+12 1.000E+17 330 1.800E-4 1.296167527E+00 1.296422407E+00
4.642000E+12 1.000E+17 330 1.800E-4 1.300202223E+00 1.300425064E+00
6.813000E+12 1.000E+17 330 1.800E-4 1.304248750E+00 1.304425609E+00
1.000000E+13 1.000E+17 330 1.800E-4 1.308172935E+00 1.308311503E+00
