fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.922821588E-27 1.000000000E+20 1.015772911E+00 5.263168800E-13 3.240915022E-02 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.052829518E-27 1.000000000E+20 1.017973466E+00 4.709887897E-13 3.751417638E-02 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.950709328E-27 1.000000000E+20 1.017145989E+00 1.535563883E-12 3.542434678E-02 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.978144662E-27 1.000000000E+20 1.017909092E+00 1.480442465E-12 3.719511612E-02 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.190501616E-26 1.000000000E+20 1.017468958E+00 4.649505518E-12 3.565007660E-02 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.778293277E-27 1.000000000E+20 1.017717546E+00 4.594840506E-12 3.622098671E-02 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.366728205E-26 1.000000000E+20 1.017139876E+00 1.379649530E-11 3.328299312E-02 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.366832055E-26 1.000000000E+20 1.017219132E+00 1.374307955E-11 3.345812269E-02 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.531861792E-26 1.000000000E+20 1.016387064E+00 3.751776744E-11 2.709157634E-02 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.522270111E-26 1.000000000E+20 1.016412677E+00 3.746733299E-11 2.714092482E-02 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.906061624E-25 1.000000000E+20 1.017078916E+00 8.713674630E-11 1.898910331E-02 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.906149790E-25 1.000000000E+20 1.017088602E+00 8.709114185E-11 1.900099923E-02 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.811508821E-25 1.000000000E+20 1.023254888E+00 1.782744066E-10 1.737067601E-02 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.810682724E-25 1.000000000E+20 1.023260438E+00 1.782329961E-10 1.737358799E-02 
