N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+16 335 1.500E-4 1.208008059E+00 1.236771338E+00
1.468000E+10 1.778E+16 335 1.500E-4 1.216401945E+00 1.236868484E+00
2.154000E+10 1.778E+16 335 1.500E-4 1.222619636E+00 1.237010094E+00
3.162000E+10 1.778E+16 335 1.500E-4 1.227189010E+00 1.237215831E+00
4.642000E+10 1.778E+16 335 1.500E-4 1.230575086E+00 1.237513417E+00
6.813000E+10 1.778E+16 335 1.500E-4 1.233165038E+00 1.237940976E+00
1.000000E+11 1.778E+16 335 1.500E-4 1.235275417E+00 1.238549466E+00
1.468000E+11 1.778E+16 335 1.500E-4 1.237166742E+00 1.239404007E+00
2.154000E+11 1.778E+16 335 1.500E-4 1.239057168E+00 1.240582010E+00
3.162000E+11 1.778E+16 335 1.500E-4 1.241128524E+00 1.242165767E+00
4.642000E+11 1.778E+16 335 1.500E-4 1.243521465E+00 1.244226314E+00
6.813000E+11 1.778E+16 335 1.500E-4 1.246320150E+00 1.246799385E+00
1.000000E+12 1.778E+16 335 1.500E-4 1.249533398E+00 1.249860383E+00
1.468000E+12 1.778E+16 335 1.500E-4 1.253088621E+00 1.253313582E+00
2.154000E+12 1.778E+16 335 1.500E-4 1.256851903E+00 1.257008956E+00
3.162000E+12 1.778E+16 335 1.500E-4 1.260673328E+00 1.260785402E+00
4.642000E+12 1.778E+16 335 1.500E-4 1.264435826E+00 1.264518075E+00
6.813000E+12 1.778E+16 335 1.500E-4 1.268083201E+00 1.268145507E+00
1.000000E+13 1.778E+16 335 1.500E-4 1.271619045E+00 1.271667753E+00
