T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
305 001_305 38.014 4.915690E-1 6.993657E-1 7.983140E+1 2.744490E+1 4.172360E-1 6.577797E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.778E+16
305 002_305 38.014 4.912040E-1 6.970482E-1 7.981880E+1 2.732940E+1 4.168650E-1 6.555931E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.778E+16
305 003_305 38.014 4.906820E-1 6.937014E-1 7.980060E+1 2.716300E+1 4.163770E-1 6.523667E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.778E+16
305 004_305 38.014 4.899370E-1 6.889033E-1 7.977510E+1 2.692560E+1 4.156540E-1 6.477895E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.778E+16
305 005_305 38.014 4.888420E-1 6.820959E-1 7.974810E+1 2.659090E+1 4.146580E-1 6.412741E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.778E+16
305 006_305 38.014 4.873540E-1 6.725782E-1 7.970800E+1 2.612700E+1 4.132710E-1 6.321990E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.778E+16
305 007_305 38.014 4.853870E-1 6.595369E-1 7.964950E+1 2.549820E+1 4.114360E-1 6.197389E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.778E+16
305 008_305 38.014 4.828700E-1 6.421453E-1 7.956660E+1 2.467140E+1 4.090330E-1 6.031644E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.778E+16
305 009_305 38.014 4.797410E-1 6.197517E-1 7.945760E+1 2.362430E+1 4.060450E-1 5.818161E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.778E+16
305 010_305 38.014 4.758480E-1 5.921361E-1 7.934620E+1 2.235710E+1 4.024320E-1 5.555511E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.778E+16
305 011_305 38.014 4.714820E-1 5.597346E-1 7.919420E+1 2.089970E+1 3.982710E-1 5.247602E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 1.778E+16
305 012_305 38.014 4.665350E-1 5.236648E-1 7.903720E+1 1.930940E+1 3.936430E-1 4.905316E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 1.778E+16
305 013_305 38.014 4.612840E-1 4.854507E-1 7.884800E+1 1.765650E+1 3.886430E-1 4.543115E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 1.778E+16
305 014_305 38.014 4.556150E-1 4.465546E-1 7.865850E+1 1.600360E+1 3.833500E-1 4.174681E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 1.778E+16
305 015_305 38.014 4.497640E-1 4.080024E-1 7.843090E+1 1.439240E+1 3.777830E-1 3.809707E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 1.778E+16
305 016_305 38.014 4.434610E-1 3.703237E-1 7.820550E+1 1.284320E+1 3.718850E-1 3.453553E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 1.778E+16
305 017_305 38.014 4.368570E-1 3.337629E-1 7.794730E+1 1.136520E+1 3.656740E-1 3.108025E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 1.778E+16
305 018_305 38.014 4.299520E-1 2.985351E-1 7.764740E+1 9.966500E+0 3.590920E-1 2.775470E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 1.778E+16
305 019_305 38.014 4.225450E-1 2.649417E-1 7.733710E+1 8.657900E+0 3.521580E-1 2.458516E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 1.778E+16
305 020_305 38.014 4.147970E-1 2.333366E-1 7.698440E+1 7.451100E+0 3.448540E-1 2.160661E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 1.778E+16
305 021_305 38.014 4.067280E-1 2.040398E-1 7.658290E+1 6.355500E+0 3.372170E-1 1.884697E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 1.778E+16
305 022_305 38.014 3.983460E-1 1.772756E-1 7.612440E+1 5.375700E+0 3.292290E-1 1.632813E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 1.778E+16
305 023_305 38.014 3.896550E-1 1.531549E-1 7.559930E+1 4.511600E+0 3.209080E-1 1.405880E-1 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 1.778E+16
305 024_305 38.014 3.806080E-1 1.316820E-1 7.500150E+1 3.759000E+0 3.122170E-1 1.203976E-1 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 1.778E+16
305 025_305 38.014 3.712200E-1 1.127743E-1 7.430570E+1 3.110700E+0 3.031540E-1 1.026125E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 1.800E-4 1.778E+16
