N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 330 1.500E-4 1.029314667E+00 1.027830975E+00
1.468000E+10 1.400E+15 330 1.500E-4 1.029194829E+00 1.028099909E+00
2.154000E+10 1.400E+15 330 1.500E-4 1.029282339E+00 1.028493469E+00
3.162000E+10 1.400E+15 330 1.500E-4 1.029626700E+00 1.029068545E+00
4.642000E+10 1.400E+15 330 1.500E-4 1.030296596E+00 1.029907126E+00
6.813000E+10 1.400E+15 330 1.500E-4 1.031394953E+00 1.031126206E+00
1.000000E+11 1.400E+15 330 1.500E-4 1.033074079E+00 1.032890479E+00
1.468000E+11 1.400E+15 330 1.500E-4 1.035551155E+00 1.035427060E+00
2.154000E+11 1.400E+15 330 1.500E-4 1.039121797E+00 1.039039081E+00
3.162000E+11 1.400E+15 330 1.500E-4 1.044164802E+00 1.044110845E+00
4.642000E+11 1.400E+15 330 1.500E-4 1.051122516E+00 1.051088659E+00
6.813000E+11 1.400E+15 330 1.500E-4 1.060430842E+00 1.060411195E+00
1.000000E+12 1.400E+15 330 1.500E-4 1.072367461E+00 1.072358014E+00
1.468000E+12 1.400E+15 330 1.500E-4 1.086810955E+00 1.086808965E+00
2.154000E+12 1.400E+15 330 1.500E-4 1.102994867E+00 1.102998267E+00
3.162000E+12 1.400E+15 330 1.500E-4 1.119463580E+00 1.119470705E+00
4.642000E+12 1.400E+15 330 1.500E-4 1.134484594E+00 1.134493894E+00
6.813000E+12 1.400E+15 330 1.500E-4 1.146787349E+00 1.146797511E+00
1.000000E+13 1.400E+15 330 1.500E-4 1.156067976E+00 1.156078021E+00
