fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_312 001_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.186456239E-14 1.000000000E+20 1.200570699E+00 3.268902570E-15 4.778402795E-04 
001_312_SRH 001_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 9.447727368E-15 1.000000000E+20 1.204698540E+00 3.228293140E-15 5.943396939E-04 
002_312 002_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.358441867E-14 1.000000000E+20 1.201192005E+00 3.860138491E-15 4.933228996E-04 
002_312_SRH 002_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.116859570E-14 1.000000000E+20 1.204715138E+00 3.819625008E-15 5.948695552E-04 
003_312 003_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.561538995E-14 1.000000000E+20 1.201731109E+00 4.559665443E-15 5.073048597E-04 
003_312_SRH 003_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.320074408E-14 1.000000000E+20 1.204734744E+00 4.519241406E-15 5.954961833E-04 
004_312 004_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.801289537E-14 1.000000000E+20 1.202199714E+00 5.387298885E-15 5.198870707E-04 
004_312_SRH 004_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.559962179E-14 1.000000000E+20 1.204757879E+00 5.346959311E-15 5.962370260E-04 
005_312 005_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 2.084188708E-14 1.000000000E+20 1.202608340E+00 6.366475795E-15 5.311938939E-04 
005_312_SRH 005_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.843021649E-14 1.000000000E+20 1.204785181E+00 6.326217345E-15 5.971127277E-04 
006_312 006_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 2.417835974E-14 1.000000000E+20 1.202966443E+00 7.524915946E-15 5.413651260E-04 
006_312_SRH 006_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 2.176856449E-14 1.000000000E+20 1.204817379E+00 7.484736812E-15 5.981478840E-04 
007_312 007_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 2.811104493E-14 1.000000000E+20 1.203282537E+00 8.895400016E-15 5.505502453E-04 
007_312_SRH 007_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 2.570344558E-14 1.000000000E+20 1.204855325E+00 8.855300404E-15 5.993710690E-04 
008_312 008_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 3.274329506E-14 1.000000000E+20 1.203564309E+00 1.051669282E-14 5.589037266E-04 
008_312_SRH 008_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 3.033826839E-14 1.000000000E+20 1.204900008E+00 1.047667451E-14 6.008163683E-04 
009_312 009_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 3.819514393E-14 1.000000000E+20 1.203818734E+00 1.243462813E-14 5.665819820E-04 
009_312_SRH 009_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 3.579313207E-14 1.000000000E+20 1.204952599E+00 1.239469488E-14 6.025233573E-04 
010_312 010_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 4.460552317E-14 1.000000000E+20 1.204052227E+00 1.470339445E-14 5.737422165E-04 
010_312_SRH 010_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 4.220704270E-14 1.000000000E+20 1.205014432E+00 1.466355227E-14 6.045390937E-04 
