T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
300 001_300 38.647 5.039580E-1 7.276577E-1 7.996490E+1 2.932380E+1 4.279000E-1 6.852965E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 1.000E+15
300 002_300 38.647 5.035170E-1 7.267643E-1 7.976540E+1 2.918920E+1 4.267090E-1 6.840547E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 1.000E+15
300 003_300 38.647 5.028650E-1 7.254599E-1 7.949340E+1 2.899980E+1 4.249900E-1 6.823651E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 1.000E+15
300 004_300 38.647 5.018950E-1 7.235601E-1 7.913190E+1 2.873680E+1 4.226270E-1 6.799572E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 1.000E+15
300 005_300 38.647 5.004440E-1 7.208033E-1 7.867530E+1 2.837980E+1 4.193650E-1 6.767336E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 1.000E+15
300 006_300 38.647 4.981620E-1 7.168235E-1 7.815670E+1 2.790930E+1 4.150290E-1 6.724663E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 1.000E+15
300 007_300 38.647 4.947180E-1 7.111214E-1 7.761420E+1 2.730500E+1 4.096780E-1 6.665001E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 1.000E+15
300 008_300 38.647 4.895380E-1 7.030392E-1 7.715290E+1 2.655330E+1 4.032710E-1 6.584471E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 1.000E+15
300 009_300 38.647 4.817620E-1 6.917574E-1 7.693340E+1 2.563900E+1 3.960250E-1 6.474080E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 1.000E+15
300 010_300 38.647 4.713700E-1 6.763412E-1 7.701420E+1 2.455260E+1 3.882520E-1 6.323901E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 1.000E+15
300 011_300 38.647 4.595980E-1 6.558761E-1 7.724850E+1 2.328570E+1 3.801270E-1 6.125781E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 1.000E+15
300 012_300 38.647 4.479990E-1 6.297202E-1 7.742230E+1 2.184190E+1 3.718460E-1 5.873922E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 1.000E+15
300 013_300 38.647 4.372410E-1 5.978357E-1 7.744960E+1 2.024520E+1 3.636230E-1 5.567637E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 1.000E+15
300 014_300 38.647 4.273890E-1 5.610447E-1 7.733880E+1 1.854460E+1 3.555370E-1 5.215949E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 1.000E+15
300 015_300 38.647 4.183180E-1 5.209784E-1 7.712560E+1 1.680830E+1 3.477250E-1 4.833806E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 1.000E+15
300 016_300 38.647 4.098570E-1 4.796127E-1 7.684000E+1 1.510460E+1 3.401460E-1 4.440633E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 1.000E+15
300 017_300 38.647 4.017110E-1 4.386228E-1 7.652060E+1 1.348290E+1 3.327440E-1 4.052034E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 1.000E+15
300 018_300 38.647 3.937370E-1 3.989799E-1 7.616420E+1 1.196490E+1 3.254200E-1 3.676751E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 1.000E+15
300 019_300 38.647 3.857770E-1 3.610083E-1 7.576440E+1 1.055160E+1 3.180370E-1 3.317729E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 1.000E+15
300 020_300 38.647 3.776950E-1 3.247356E-1 7.531270E+1 9.237200E+0 3.104790E-1 2.975145E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 1.000E+15
300 021_300 38.647 3.693900E-1 2.902137E-1 7.479950E+1 8.018700E+0 3.026460E-1 2.649515E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 1.000E+15
300 022_300 38.647 3.607310E-1 2.576332E-1 7.422450E+1 6.898100E+0 2.944820E-1 2.342465E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 1.000E+15
300 023_300 38.647 3.516610E-1 2.272663E-1 7.357160E+1 5.879900E+0 2.859080E-1 2.056568E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 1.000E+15
300 024_300 38.647 3.421290E-1 1.993657E-1 7.281320E+1 4.966500E+0 2.768260E-1 1.794082E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 1.000E+15
300 025_300 38.647 3.320030E-1 1.741024E-1 7.192640E+1 4.157500E+0 2.671190E-1 1.556430E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 1.000E+15
