N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+10 2.500E+15 292 2.200E-4 1.196358504E+00 1.199972100E+00
1.302000E+10 2.500E+15 292 2.200E-4 1.196873959E+00 1.199988410E+00
1.540000E+10 2.500E+15 292 2.200E-4 1.197329407E+00 1.200007671E+00
1.822000E+10 2.500E+15 292 2.200E-4 1.197731774E+00 1.200030427E+00
2.156000E+10 2.500E+15 292 2.200E-4 1.198087796E+00 1.200057302E+00
2.551000E+10 2.500E+15 292 2.200E-4 1.198403964E+00 1.200089035E+00
3.018000E+10 2.500E+15 292 2.200E-4 1.198686487E+00 1.200126496E+00
3.571000E+10 2.500E+15 292 2.200E-4 1.198941277E+00 1.200170704E+00
4.226000E+10 2.500E+15 292 2.200E-4 1.199173953E+00 1.200222851E+00
5.000000E+10 2.500E+15 292 2.200E-4 1.199389886E+00 1.200284330E+00
