fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_302 001_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 6.674008736E-15 1.000000000E+20 1.235550859E+00 2.474934974E-15 6.738014473E-04 
001_302_SRH 001_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 5.974357910E-15 1.000000000E+20 1.237663506E+00 2.465754807E-15 7.482833880E-04 
002_302 002_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 7.283470450E-15 1.000000000E+20 1.237168222E+00 2.919797648E-15 7.277972880E-04 
002_302_SRH 002_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 6.607967460E-15 1.000000000E+20 1.238984212E+00 2.911180325E-15 7.973177920E-04 
003_302 003_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 7.934754011E-15 1.000000000E+20 1.238782959E+00 3.445407788E-15 7.867588241E-04 
003_302_SRH 003_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 7.282838304E-15 1.000000000E+20 1.240351415E+00 3.437364379E-15 8.518708175E-04 
004_302 004_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 8.630420025E-15 1.000000000E+20 1.240396410E+00 4.066580880E-15 8.510215850E-04 
004_302_SRH 004_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 8.001267975E-15 1.000000000E+20 1.241758474E+00 4.059122220E-15 9.122020208E-04 
005_302 005_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 9.373853653E-15 1.000000000E+20 1.242009664E+00 4.800879896E-15 9.208744811E-04 
005_302_SRH 005_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 8.766426676E-15 1.000000000E+20 1.243199605E+00 4.794017888E-15 9.785307238E-04 
006_302 006_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.016927368E-14 1.000000000E+20 1.243623947E+00 5.669122855E-15 9.965617495E-04 
006_302_SRH 006_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 9.582373111E-15 1.000000000E+20 1.244670144E+00 5.662871886E-15 1.051039366E-03 
007_302 007_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.102167917E-14 1.000000000E+20 1.245240941E+00 6.695984588E-15 1.078289851E-03 
007_302_SRH 007_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.045400285E-14 1.000000000E+20 1.246166808E+00 6.690363214E-15 1.129879934E-03 
008_302 008_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.193675026E-14 1.000000000E+20 1.246862908E+00 7.910710055E-15 1.166236140E-03 
008_302_SRH 008_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.138694635E-14 1.000000000E+20 1.247687690E+00 7.905742674E-15 1.215183117E-03 
009_302 009_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.292072787E-14 1.000000000E+20 1.248492781E+00 9.347961979E-15 1.260560132E-03 
009_302_SRH 009_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.238744227E-14 1.000000000E+20 1.249232251E+00 9.343680333E-15 1.307069309E-03 
010_302 010_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.398029354E-14 1.000000000E+20 1.250134102E+00 1.104882760E-14 1.361413921E-03 
010_302_SRH 010_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.346220873E-14 1.000000000E+20 1.250801155E+00 1.104527234E-14 1.405657951E-03 
