N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+10 8.000E+16 292 2.200E-4 1.255943914E+00 1.300198857E+00
1.302000E+10 8.000E+16 292 2.200E-4 1.258820033E+00 1.300268937E+00
1.540000E+10 8.000E+16 292 2.200E-4 1.261556432E+00 1.300351556E+00
1.822000E+10 8.000E+16 292 2.200E-4 1.264186490E+00 1.300448920E+00
2.156000E+10 8.000E+16 292 2.200E-4 1.266736731E+00 1.300563593E+00
2.551000E+10 8.000E+16 292 2.200E-4 1.269226919E+00 1.300698561E+00
3.018000E+10 8.000E+16 292 2.200E-4 1.271670456E+00 1.300857274E+00
3.571000E+10 8.000E+16 292 2.200E-4 1.274075107E+00 1.301043723E+00
4.226000E+10 8.000E+16 292 2.200E-4 1.276443968E+00 1.301262482E+00
5.000000E+10 8.000E+16 292 2.200E-4 1.278776735E+00 1.301518785E+00
