N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 295 1.800E-4 1.198212446E+00 1.203420091E+00
1.468000E+10 3.162E+15 295 1.800E-4 1.199696712E+00 1.203448944E+00
2.154000E+10 3.162E+15 295 1.800E-4 1.200837980E+00 1.203521930E+00
3.162000E+10 3.162E+15 295 1.800E-4 1.201702868E+00 1.203607907E+00
4.642000E+10 3.162E+15 295 1.800E-4 1.202371913E+00 1.203707650E+00
6.813000E+10 3.162E+15 295 1.800E-4 1.202914673E+00 1.203845868E+00
1.000000E+11 3.162E+15 295 1.800E-4 1.203391697E+00 1.204039074E+00
1.468000E+11 3.162E+15 295 1.800E-4 1.203864625E+00 1.204314983E+00
2.154000E+11 3.162E+15 295 1.800E-4 1.204386730E+00 1.204700631E+00
3.162000E+11 3.162E+15 295 1.800E-4 1.205042431E+00 1.205263254E+00
4.642000E+11 3.162E+15 295 1.800E-4 1.205898566E+00 1.206055558E+00
6.813000E+11 3.162E+15 295 1.800E-4 1.207040770E+00 1.207154148E+00
1.000000E+12 3.162E+15 295 1.800E-4 1.208586159E+00 1.208670292E+00
1.468000E+12 3.162E+15 295 1.800E-4 1.210566606E+00 1.210630127E+00
2.154000E+12 3.162E+15 295 1.800E-4 1.213101944E+00 1.213151414E+00
3.162000E+12 3.162E+15 295 1.800E-4 1.216244513E+00 1.216284220E+00
4.642000E+12 3.162E+15 295 1.800E-4 1.219968767E+00 1.220001464E+00
6.813000E+12 3.162E+15 295 1.800E-4 1.224221691E+00 1.224249139E+00
1.000000E+13 3.162E+15 295 1.800E-4 1.228921264E+00 1.228944587E+00
