N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 4.500E+16 309 1.700E-4 1.231690441E+00 1.236103077E+00
5.861000E+10 4.500E+16 309 1.700E-4 1.232770535E+00 1.236553262E+00
6.869000E+10 4.500E+16 309 1.700E-4 1.233819242E+00 1.237060274E+00
8.051000E+10 4.500E+16 309 1.700E-4 1.234852155E+00 1.237628182E+00
9.437000E+10 4.500E+16 309 1.700E-4 1.235883018E+00 1.238260603E+00
1.106000E+11 4.500E+16 309 1.700E-4 1.236923592E+00 1.238960377E+00
1.296000E+11 4.500E+16 309 1.700E-4 1.237983649E+00 1.239729478E+00
1.520000E+11 4.500E+16 309 1.700E-4 1.239070846E+00 1.240568751E+00
1.781000E+11 4.500E+16 309 1.700E-4 1.240190801E+00 1.241477846E+00
2.088000E+11 4.500E+16 309 1.700E-4 1.241347131E+00 1.242455188E+00
2.447000E+11 4.500E+16 309 1.700E-4 1.242541570E+00 1.243497950E+00
2.868000E+11 4.500E+16 309 1.700E-4 1.243774217E+00 1.244602296E+00
3.362000E+11 4.500E+16 309 1.700E-4 1.245043830E+00 1.245763538E+00
3.940000E+11 4.500E+16 309 1.700E-4 1.246348183E+00 1.246976455E+00
4.618000E+11 4.500E+16 309 1.700E-4 1.247684474E+00 1.248235637E+00
5.413000E+11 4.500E+16 309 1.700E-4 1.249049670E+00 1.249535816E+00
6.345000E+11 4.500E+16 309 1.700E-4 1.250430885E+00 1.250864025E+00
7.437000E+11 4.500E+16 309 1.700E-4 1.251845963E+00 1.252232355E+00
8.717000E+11 4.500E+16 309 1.700E-4 1.253282638E+00 1.253629479E+00
1.022000E+12 4.500E+16 309 1.700E-4 1.254739925E+00 1.255053120E+00
1.198000E+12 4.500E+16 309 1.700E-4 1.256207331E+00 1.256490902E+00
1.404000E+12 4.500E+16 309 1.700E-4 1.257705808E+00 1.257964792E+00
1.645000E+12 4.500E+16 309 1.700E-4 1.259226450E+00 1.259464173E+00
1.928000E+12 4.500E+16 309 1.700E-4 1.260758268E+00 1.260977512E+00
2.260000E+12 4.500E+16 309 1.700E-4 1.262329305E+00 1.262532285E+00
2.649000E+12 4.500E+16 309 1.700E-4 1.263929310E+00 1.264117898E+00
3.105000E+12 4.500E+16 309 1.700E-4 1.265561081E+00 1.265736831E+00
3.639000E+12 4.500E+16 309 1.700E-4 1.267227418E+00 1.267391629E+00
4.266000E+12 4.500E+16 309 1.700E-4 1.268931038E+00 1.269084795E+00
5.000000E+12 4.500E+16 309 1.700E-4 1.270674455E+00 1.270818670E+00
