N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+16 303 2.400E-4 1.206185327E+00 1.216117528E+00
1.468000E+10 1.778E+16 303 2.400E-4 1.209298993E+00 1.216318543E+00
2.154000E+10 1.778E+16 303 2.400E-4 1.211682337E+00 1.216607195E+00
3.162000E+10 1.778E+16 303 2.400E-4 1.213582602E+00 1.217017787E+00
4.642000E+10 1.778E+16 303 2.400E-4 1.215207380E+00 1.217594266E+00
6.813000E+10 1.778E+16 303 2.400E-4 1.216752203E+00 1.218422901E+00
1.000000E+11 1.778E+16 303 2.400E-4 1.218325839E+00 1.219487490E+00
1.468000E+11 1.778E+16 303 2.400E-4 1.220077528E+00 1.220898038E+00
2.154000E+11 1.778E+16 303 2.400E-4 1.222085430E+00 1.222664750E+00
3.162000E+11 1.778E+16 303 2.400E-4 1.224400790E+00 1.224820406E+00
4.642000E+11 1.778E+16 303 2.400E-4 1.227024962E+00 1.227333786E+00
6.813000E+11 1.778E+16 303 2.400E-4 1.229968482E+00 1.230204464E+00
1.000000E+12 1.778E+16 303 2.400E-4 1.233177854E+00 1.233364694E+00
1.468000E+12 1.778E+16 303 2.400E-4 1.236641979E+00 1.236793935E+00
2.154000E+12 1.778E+16 303 2.400E-4 1.240342503E+00 1.240469364E+00
3.162000E+12 1.778E+16 303 2.400E-4 1.244298041E+00 1.244405958E+00
4.642000E+12 1.778E+16 303 2.400E-4 1.248507942E+00 1.248600615E+00
6.813000E+12 1.778E+16 303 2.400E-4 1.253005287E+00 1.253085413E+00
1.000000E+13 1.778E+16 303 2.400E-4 1.257793200E+00 1.257862544E+00
