N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+16 303 2.400E-4 1.244970323E+00 1.259787173E+00
1.468000E+10 1.778E+16 303 2.400E-4 1.248857511E+00 1.259881847E+00
2.154000E+10 1.778E+16 303 2.400E-4 1.251909254E+00 1.260019544E+00
3.162000E+10 1.778E+16 303 2.400E-4 1.254322411E+00 1.260219039E+00
4.642000E+10 1.778E+16 303 2.400E-4 1.256263617E+00 1.260506483E+00
6.813000E+10 1.778E+16 303 2.400E-4 1.257887303E+00 1.260917396E+00
1.000000E+11 1.778E+16 303 2.400E-4 1.259342222E+00 1.261498462E+00
1.468000E+11 1.778E+16 303 2.400E-4 1.260772175E+00 1.262308240E+00
2.154000E+11 1.778E+16 303 2.400E-4 1.262314282E+00 1.263415590E+00
3.162000E+11 1.778E+16 303 2.400E-4 1.264095242E+00 1.264894636E+00
4.642000E+11 1.778E+16 303 2.400E-4 1.266224627E+00 1.266815662E+00
6.813000E+11 1.778E+16 303 2.400E-4 1.268785801E+00 1.269233308E+00
1.000000E+12 1.778E+16 303 2.400E-4 1.271826810E+00 1.272174924E+00
1.468000E+12 1.778E+16 303 2.400E-4 1.275355404E+00 1.275633554E+00
2.154000E+12 1.778E+16 303 2.400E-4 1.279342539E+00 1.279569973E+00
3.162000E+12 1.778E+16 303 2.400E-4 1.283736119E+00 1.283925284E+00
4.642000E+12 1.778E+16 303 2.400E-4 1.288479826E+00 1.288638845E+00
6.813000E+12 1.778E+16 303 2.400E-4 1.293526572E+00 1.293660932E+00
1.000000E+13 1.778E+16 303 2.400E-4 1.298839916E+00 1.298953532E+00
