N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 310 2.300E-4 1.209065491E+00 1.218337609E+00
1.468000E+10 1.000E+16 310 2.300E-4 1.211927304E+00 1.218443547E+00
2.154000E+10 1.000E+16 310 2.300E-4 1.214049306E+00 1.218597256E+00
3.162000E+10 1.000E+16 310 2.300E-4 1.215575886E+00 1.218857789E+00
4.642000E+10 1.000E+16 310 2.300E-4 1.216855704E+00 1.219198315E+00
6.813000E+10 1.000E+16 310 2.300E-4 1.218036105E+00 1.219642746E+00
1.000000E+11 1.000E+16 310 2.300E-4 1.219148612E+00 1.220275893E+00
1.468000E+11 1.000E+16 310 2.300E-4 1.220353249E+00 1.221119570E+00
2.154000E+11 1.000E+16 310 2.300E-4 1.221721962E+00 1.222253511E+00
3.162000E+11 1.000E+16 310 2.300E-4 1.223365136E+00 1.223729834E+00
4.642000E+11 1.000E+16 310 2.300E-4 1.225333639E+00 1.225588547E+00
6.813000E+11 1.000E+16 310 2.300E-4 1.227638175E+00 1.227819229E+00
1.000000E+12 1.000E+16 310 2.300E-4 1.230276291E+00 1.230409896E+00
1.468000E+12 1.000E+16 310 2.300E-4 1.233206601E+00 1.233309123E+00
2.154000E+12 1.000E+16 310 2.300E-4 1.236369552E+00 1.236450508E+00
3.162000E+12 1.000E+16 310 2.300E-4 1.239761533E+00 1.239827919E+00
4.642000E+12 1.000E+16 310 2.300E-4 1.243360584E+00 1.243416376E+00
6.813000E+12 1.000E+16 310 2.300E-4 1.247176338E+00 1.247224037E+00
1.000000E+13 1.000E+16 310 2.300E-4 1.251228583E+00 1.251269788E+00
