N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 5.623E+15 325 1.800E-4 1.187223460E+00 1.192728871E+00
2.471000E+10 5.623E+15 325 1.800E-4 1.190770992E+00 1.193702725E+00
4.696000E+10 5.623E+15 325 1.800E-4 1.193936891E+00 1.195489320E+00
8.927000E+10 5.623E+15 325 1.800E-4 1.197847281E+00 1.198667947E+00
1.697000E+11 5.623E+15 325 1.800E-4 1.203584210E+00 1.204019420E+00
3.225000E+11 5.623E+15 325 1.800E-4 1.211980878E+00 1.212214708E+00
6.130000E+11 5.623E+15 325 1.800E-4 1.222901936E+00 1.223031556E+00
1.165000E+12 5.623E+15 325 1.800E-4 1.234671328E+00 1.234746849E+00
2.214000E+12 5.623E+15 325 1.800E-4 1.245171523E+00 1.245217962E+00
4.209000E+12 5.623E+15 325 1.800E-4 1.253742948E+00 1.253773042E+00
8.000000E+12 5.623E+15 325 1.800E-4 1.260997271E+00 1.261017991E+00
