N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 8.000E+16 320 2.100E-4 1.252021454E+00 1.315982785E+00
2.154000E+10 8.000E+16 320 2.100E-4 1.280104323E+00 1.316227323E+00
3.162000E+10 8.000E+16 320 2.100E-4 1.289495172E+00 1.316437190E+00
1.468000E+11 8.000E+16 320 2.100E-4 1.310677255E+00 1.318627051E+00
2.154000E+11 8.000E+16 320 2.100E-4 1.313993361E+00 1.319781077E+00
4.642000E+11 8.000E+16 320 2.100E-4 1.320199292E+00 1.323292720E+00
1.000000E+12 8.000E+16 320 2.100E-4 1.326993218E+00 1.328736326E+00
2.154000E+12 8.000E+16 320 2.100E-4 1.335048958E+00 1.336117346E+00
3.162000E+12 8.000E+16 320 2.100E-4 1.339565577E+00 1.340426156E+00
4.642000E+12 8.000E+16 320 2.100E-4 1.344374090E+00 1.345076405E+00
6.813000E+12 8.000E+16 320 2.100E-4 1.349448958E+00 1.350026928E+00
1.000000E+13 8.000E+16 320 2.100E-4 1.354768906E+00 1.355246609E+00
