T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
320 001_320 36.232 4.558040E-1 7.069606E-1 7.801920E+1 2.514050E+1 3.813960E-1 6.591703E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 3.162E+16
320 002_320 36.232 4.552070E-1 7.014378E-1 7.799860E+1 2.490490E+1 3.808500E-1 6.539295E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 3.162E+16
320 003_320 36.232 4.543890E-1 6.938337E-1 7.796960E+1 2.458150E+1 3.800680E-1 6.467650E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 3.162E+16
320 004_320 36.232 4.532960E-1 6.836174E-1 7.792950E+1 2.414880E+1 3.790330E-1 6.371175E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 3.162E+16
320 005_320 36.232 4.518780E-1 6.703109E-1 7.787560E+1 2.358840E+1 3.776860E-1 6.245526E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 3.162E+16
320 006_320 36.232 4.501000E-1 6.536093E-1 7.780570E+1 2.288960E+1 3.759860E-1 6.087895E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 3.162E+16
320 007_320 36.232 4.478430E-1 6.334826E-1 7.773640E+1 2.205390E+1 3.739360E-1 5.897779E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 3.162E+16
320 008_320 36.232 4.452280E-1 6.101832E-1 7.764680E+1 2.109430E+1 3.714940E-1 5.678245E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 3.162E+16
320 009_320 36.232 4.422770E-1 5.841246E-1 7.753400E+1 2.003050E+1 3.687210E-1 5.432435E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 3.162E+16
320 010_320 36.232 4.389260E-1 5.556992E-1 7.740820E+1 1.888070E+1 3.655570E-1 5.164913E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 3.162E+16
320 011_320 36.232 4.351150E-1 5.251746E-1 7.727470E+1 1.765810E+1 3.620410E-1 4.877383E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 3.162E+16
320 012_320 36.232 4.309570E-1 4.927413E-1 7.710540E+1 1.637330E+1 3.580960E-1 4.572338E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 3.162E+16
320 013_320 36.232 4.262250E-1 4.586448E-1 7.693280E+1 1.503930E+1 3.537400E-1 4.251501E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 3.162E+16
320 014_320 36.232 4.210990E-1 4.232812E-1 7.671850E+1 1.367460E+1 3.488960E-1 3.919377E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 3.162E+16
320 015_320 36.232 4.153780E-1 3.871971E-1 7.649570E+1 1.230300E+1 3.436040E-1 3.580591E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 3.162E+16
320 016_320 36.232 4.092600E-1 3.510296E-1 7.622650E+1 1.095090E+1 3.378420E-1 3.241425E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 3.162E+16
320 017_320 36.232 4.025850E-1 3.154357E-1 7.594070E+1 9.643700E+0 3.316500E-1 2.907789E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 3.162E+16
