N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 290 1.800E-4 1.202663865E+00 1.204389104E+00
1.468000E+10 1.400E+15 290 1.800E-4 1.203255738E+00 1.204455074E+00
2.154000E+10 1.400E+15 290 1.800E-4 1.203721199E+00 1.204551075E+00
3.162000E+10 1.400E+15 290 1.800E-4 1.204117670E+00 1.204690314E+00
4.642000E+10 1.400E+15 290 1.800E-4 1.204496519E+00 1.204891219E+00
6.813000E+10 1.400E+15 290 1.800E-4 1.204906745E+00 1.205178943E+00
1.000000E+11 1.400E+15 290 1.800E-4 1.205398537E+00 1.205586675E+00
1.468000E+11 1.400E+15 290 1.800E-4 1.206025520E+00 1.206156132E+00
2.154000E+11 1.400E+15 290 1.800E-4 1.206844802E+00 1.206936119E+00
3.162000E+11 1.400E+15 290 1.800E-4 1.207913643E+00 1.207978160E+00
4.642000E+11 1.400E+15 290 1.800E-4 1.209282870E+00 1.209329135E+00
6.813000E+11 1.400E+15 290 1.800E-4 1.210989756E+00 1.211023596E+00
1.000000E+12 1.400E+15 290 1.800E-4 1.213055586E+00 1.213080971E+00
1.468000E+12 1.400E+15 290 1.800E-4 1.215491056E+00 1.215510654E+00
2.154000E+12 1.400E+15 290 1.800E-4 1.218303803E+00 1.218319397E+00
3.162000E+12 1.400E+15 290 1.800E-4 1.221497356E+00 1.221510121E+00
4.642000E+12 1.400E+15 290 1.800E-4 1.225060141E+00 1.225070838E+00
6.813000E+12 1.400E+15 290 1.800E-4 1.228957553E+00 1.228966661E+00
1.000000E+13 1.400E+15 290 1.800E-4 1.233555060E+00 1.233562886E+00
