fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_292 001_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 3.465809505E-14 1.000000000E+20 1.224638917E+00 4.321639995E-14 1.892689215E-03 
001_292_SRH 001_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 3.457234192E-14 1.000000000E+20 1.224679562E+00 4.321592370E-14 1.896350503E-03 
002_292 002_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 3.832076441E-14 1.000000000E+20 1.225826276E+00 5.112422978E-14 1.997357020E-03 
002_292_SRH 002_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 3.823654633E-14 1.000000000E+20 1.225862949E+00 5.112389416E-14 2.000739878E-03 
003_292 003_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 4.218889564E-14 1.000000000E+20 1.227097143E+00 6.048465902E-14 2.112796465E-03 
003_292_SRH 003_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 4.210618868E-14 1.000000000E+20 1.227130431E+00 6.048448413E-14 2.115938429E-03 
004_292 004_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 4.626403899E-14 1.000000000E+20 1.228450953E+00 7.156674758E-14 2.239269531E-03 
004_292_SRH 004_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 4.618279905E-14 1.000000000E+20 1.228481344E+00 7.156675776E-14 2.242201605E-03 
005_292 005_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 5.055256035E-14 1.000000000E+20 1.229886214E+00 8.468989744E-14 2.376885115E-03 
005_292_SRH 005_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 5.047272551E-14 1.000000000E+20 1.229914106E+00 8.469011917E-14 2.379632622E-03 
006_292 006_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 5.506623767E-14 1.000000000E+20 1.231400555E+00 1.002333035E-13 2.525598768E-03 
006_292_SRH 006_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 5.498773127E-14 1.000000000E+20 1.231426271E+00 1.002337679E-13 2.528182132E-03 
007_292 007_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 5.982228470E-14 1.000000000E+20 1.232990802E+00 1.186471822E-13 2.685224365E-03 
007_292_SRH 007_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 5.974502052E-14 1.000000000E+20 1.233014614E+00 1.186479250E-13 2.687660023E-03 
008_292 008_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 6.484283311E-14 1.000000000E+20 1.234653184E+00 1.404661143E-13 2.855457614E-03 
008_292_SRH 008_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 6.476671908E-14 1.000000000E+20 1.234675313E+00 1.404671758E-13 2.857758680E-03 
009_292 009_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 7.015397688E-14 1.000000000E+20 1.236383571E+00 1.663249235E-13 3.035908748E-03 
009_292_SRH 009_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 7.007891861E-14 1.000000000E+20 1.236404195E+00 1.663263496E-13 3.038085706E-03 
010_292 010_292.dat 292 39.706 1.000000000E+00 0.000000000E+00 7.578455334E-14 1.000000000E+20 1.238177718E+00 1.969775839E-13 3.226137967E-03 
010_292_SRH 010_292_srh.dat 292 39.706 1.000000000E+00 0.000000000E+00 7.571045912E-14 1.000000000E+20 1.238196982E+00 1.969794270E-13 3.228199209E-03 
