fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_303 001_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.038405888E-15 1.000000000E+20 1.255687189E+00 4.246586995E-16 3.808721964E-03 
001_303_SRH 001_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.384894157E-16 1.000000000E+20 1.282711664E+00 4.195257939E-16 1.358245474E-02 
002_303 002_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.147169099E-15 1.000000000E+20 1.261081365E+00 6.189733513E-16 4.990405831E-03 
002_303_SRH 002_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.491884525E-16 1.000000000E+20 1.282761210E+00 6.157929525E-16 1.360769116E-02 
003_303 003_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.306162496E-15 1.000000000E+20 1.265629997E+00 9.048814184E-16 6.294073504E-03 
003_303_SRH 003_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.106854706E-16 1.000000000E+20 1.282833647E+00 9.038890253E-16 1.364464547E-02 
004_303 004_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.537892366E-15 1.000000000E+20 1.269510926E+00 1.325461919E-15 7.641377163E-03 
004_303_SRH 004_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.456318714E-16 1.000000000E+20 1.282939445E+00 1.326789292E-15 1.369870070E-02 
005_303 005_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.874146164E-15 1.000000000E+20 1.272813838E+00 1.943937276E-15 8.949574500E-03 
005_303_SRH 005_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.086049382E-15 1.000000000E+20 1.283093668E+00 1.947593642E-15 1.377764434E-02 
006_303 006_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.359035332E-15 1.000000000E+20 1.275599633E+00 2.853067686E-15 1.015616808E-02 
006_303_SRH 006_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.576416103E-15 1.000000000E+20 1.283317828E+00 2.858965443E-15 1.389266692E-02 
007_303 007_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.052226313E-15 1.000000000E+20 1.277943538E+00 4.188997720E-15 1.123538915E-02 
007_303_SRH 007_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.276931050E-15 1.000000000E+20 1.283642217E+00 4.197015151E-15 1.405969494E-02 
008_303 008_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.031426668E-15 1.000000000E+20 1.279952476E+00 6.151683679E-15 1.220110629E-02 
008_303_SRH 008_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.266010420E-15 1.000000000E+20 1.284108750E+00 6.161743407E-15 1.430106778E-02 
009_303 009_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.392274810E-15 1.000000000E+20 1.281763007E+00 9.035044485E-15 1.309977083E-02 
009_303_SRH 009_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.640145200E-15 1.000000000E+20 1.284773860E+00 9.047188692E-15 1.464746395E-02 
010_303 010_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.242808981E-15 1.000000000E+20 1.283531345E+00 1.327152679E-14 1.400037287E-02 
010_303_SRH 010_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.508267307E-15 1.000000000E+20 1.285710672E+00 1.328598316E-14 1.513972624E-02 
011_303 011_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.689693428E-15 1.000000000E+20 1.285422972E+00 1.949814366E-14 1.498587404E-02 
011_303_SRH 011_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.977770355E-15 1.000000000E+20 1.287008802E+00 1.951538631E-14 1.582979898E-02 
012_303 012_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.281631691E-14 1.000000000E+20 1.287602519E+00 2.865463626E-14 1.614631797E-02 
012_303_SRH 012_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.213229967E-14 1.000000000E+20 1.288769516E+00 2.867544960E-14 1.677939618E-02 
013_303 013_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.666019082E-14 1.000000000E+20 1.290220855E+00 4.212974223E-14 1.757113283E-02 
013_303_SRH 013_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.600882150E-14 1.000000000E+20 1.291093908E+00 4.215529503E-14 1.805458326E-02 
014_303 014_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.120553130E-14 1.000000000E+20 1.293397094E+00 6.197923471E-14 1.933802738E-02 
014_303_SRH 014_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.059004261E-14 1.000000000E+20 1.294063572E+00 6.201116547E-14 1.971497622E-02 
015_303 015_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.640602394E-14 1.000000000E+20 1.297197801E+00 9.125015230E-14 2.149859474E-02 
015_303_SRH 015_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.582737633E-14 1.000000000E+20 1.297717664E+00 9.129066309E-14 2.179874312E-02 
016_303 016_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.223401070E-14 1.000000000E+20 1.301621997E+00 1.344609123E-13 2.406548464E-02 
016_303_SRH 016_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.169070456E-14 1.000000000E+20 1.302035702E+00 1.345128602E-13 2.430891913E-02 
017_303 017_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.872706741E-14 1.000000000E+20 1.306603173E+00 1.983102021E-13 2.700931513E-02 
017_303_SRH 017_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.821564261E-14 1.000000000E+20 1.306937745E+00 1.983771757E-13 2.720949537E-02 
018_303 018_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.599871031E-14 1.000000000E+20 1.312032655E+00 2.927244549E-13 3.027011389E-02 
018_303_SRH 018_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.551468790E-14 1.000000000E+20 1.312306221E+00 2.928108407E-13 3.043612939E-02 
019_303 019_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.420584138E-14 1.000000000E+20 1.317793767E+00 4.324106577E-13 3.377797830E-02 
019_303_SRH 019_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.374470004E-14 1.000000000E+20 1.318018792E+00 4.325217072E-13 3.391617033E-02 
