0.000E+0 0
1.000E-2 1.73357425E-11
2.000E-2 4.16711934E-11
3.000E-2 7.58859912E-11
4.000E-2 1.24042365E-10
5.000E-2 1.91870226E-10
6.000E-2 2.87451603E-10
7.000E-2 4.22186933E-10
8.000E-2 6.12160381E-10
9.000E-2 8.80070791E-10
1.000E-1 1.25796562E-9
1.100E-1 1.79111626E-9
1.200E-1 2.54351781E-9
1.300E-1 3.60570281E-9
1.400E-1 5.10585364E-9
1.500E-1 7.22561896E-9
1.600E-1 1.02226396E-8
1.700E-1 1.44626439E-8
1.800E-1 2.04651912E-8
1.900E-1 2.8968874E-8
2.000E-1 4.10242637E-8
2.100E-1 5.8126394E-8
2.200E-1 8.24035769E-8
2.300E-1 1.16886438E-7
2.400E-1 1.658911E-7
2.500E-1 2.35564616E-7
2.600E-1 3.3466066E-7
2.700E-1 4.75641203E-7
2.800E-1 6.76238187E-7
2.900E-1 9.61661079E-7
3.000E-1 1.36770499E-6
3.100E-1 1.94510159E-6
3.200E-1 2.76555954E-6
3.300E-1 3.930051E-6
3.400E-1 5.57998484E-6
3.500E-1 7.91195472E-6
3.600E-1 1.1196222E-5
3.700E-1 1.57992174E-5
3.800E-1 2.22079782E-5
3.900E-1 3.10533743E-5
4.000E-1 4.31260593E-5
4.100E-1 5.9377796E-5
4.200E-1 8.09026831E-5
4.300E-1 0.000108899986
4.400E-1 0.000144631163
4.500E-1 0.000189385902
