N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 330 1.900E-4 1.012921867E+00 1.014771523E+00
1.468000E+10 1.000E+15 330 1.900E-4 1.013451705E+00 1.014768507E+00
2.154000E+10 1.000E+15 330 1.900E-4 1.013838415E+00 1.014764154E+00
3.162000E+10 1.000E+15 330 1.900E-4 1.014112940E+00 1.014757923E+00
4.642000E+10 1.000E+15 330 1.900E-4 1.014302520E+00 1.014749114E+00
6.813000E+10 1.000E+15 330 1.900E-4 1.014428919E+00 1.014736899E+00
1.000000E+11 1.000E+15 330 1.900E-4 1.014508574E+00 1.014720468E+00
1.468000E+11 1.000E+15 330 1.900E-4 1.014553803E+00 1.014699466E+00
2.154000E+11 1.000E+15 330 1.900E-4 1.014574799E+00 1.014674994E+00
3.162000E+11 1.000E+15 330 1.900E-4 1.014582657E+00 1.014651739E+00
4.642000E+11 1.000E+15 330 1.900E-4 1.014594119E+00 1.014641973E+00
6.813000E+11 1.000E+15 330 1.900E-4 1.014638783E+00 1.014672205E+00
1.000000E+12 1.000E+15 330 1.900E-4 1.014768971E+00 1.014792630E+00
1.468000E+12 1.000E+15 330 1.900E-4 1.015069640E+00 1.015086743E+00
2.154000E+12 1.000E+15 330 1.900E-4 1.015662315E+00 1.015675066E+00
3.162000E+12 1.000E+15 330 1.900E-4 1.016694735E+00 1.016704635E+00
4.642000E+12 1.000E+15 330 1.900E-4 1.032131842E+00 1.032137323E+00
6.813000E+12 1.000E+15 330 1.900E-4 1.052599596E+00 1.052608906E+00
1.000000E+13 1.000E+15 330 1.900E-4 1.067184785E+00 1.067195500E+00
