N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.778E+15 340 1.800E-4 1.009847072E+00 1.011512104E+00
2.471000E+10 1.778E+15 340 1.800E-4 1.010559995E+00 1.011506607E+00
4.696000E+10 1.778E+15 340 1.800E-4 1.010976179E+00 1.011496882E+00
8.927000E+10 1.778E+15 340 1.800E-4 1.011199253E+00 1.011480652E+00
1.697000E+11 1.778E+15 340 1.800E-4 1.011306284E+00 1.011457402E+00
3.225000E+11 1.778E+15 340 1.800E-4 1.011355335E+00 1.011436684E+00
6.130000E+11 1.778E+15 340 1.800E-4 1.011422407E+00 1.011466849E+00
1.165000E+12 1.778E+15 340 1.800E-4 1.011674123E+00 1.011699313E+00
2.214000E+12 1.778E+15 340 1.800E-4 1.012457662E+00 1.012473046E+00
4.209000E+12 1.778E+15 340 1.800E-4 1.035358658E+00 1.035372011E+00
8.000000E+12 1.778E+15 340 1.800E-4 1.066477795E+00 1.066499049E+00
