N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.778E+15 340 1.800E-4 1.024385399E+00 1.027421285E+00
2.471000E+10 1.778E+15 340 1.800E-4 1.025553207E+00 1.027236682E+00
4.696000E+10 1.778E+15 340 1.800E-4 1.025988633E+00 1.026895008E+00
8.927000E+10 1.778E+15 340 1.800E-4 1.025799839E+00 1.026277427E+00
1.697000E+11 1.778E+15 340 1.800E-4 1.024963016E+00 1.025209666E+00
3.225000E+11 1.778E+15 340 1.800E-4 1.023385580E+00 1.023510067E+00
6.130000E+11 1.778E+15 340 1.800E-4 1.021126770E+00 1.021188139E+00
1.165000E+12 1.778E+15 340 1.800E-4 1.018782542E+00 1.018812750E+00
2.214000E+12 1.778E+15 340 1.800E-4 1.017583693E+00 1.017599702E+00
4.209000E+12 1.778E+15 340 1.800E-4 1.018555386E+00 1.018565447E+00
8.000000E+12 1.778E+15 340 1.800E-4 1.021720315E+00 1.021727836E+00
