T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
290 001_290 39.98 5.280900E-1 7.215211E-1 8.110560E+1 3.090350E+1 4.524710E-1 6.829950E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 1.000E+15
290 002_290 39.98 5.276870E-1 7.206144E-1 8.092920E+1 3.077400E+1 4.513770E-1 6.817808E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 1.000E+15
290 003_290 39.98 5.270900E-1 7.192906E-1 8.068670E+1 3.059080E+1 4.497950E-1 6.801061E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 1.000E+15
290 004_290 39.98 5.262070E-1 7.173623E-1 8.036340E+1 3.033570E+1 4.475680E-1 6.777890E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 1.000E+15
290 005_290 39.98 5.248940E-1 7.145635E-1 7.995410E+1 2.998840E+1 4.445020E-1 6.746514E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 1.000E+15
290 006_290 39.98 5.229270E-1 7.105222E-1 7.946460E+1 2.952510E+1 4.404980E-1 6.702680E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 1.000E+15
290 007_290 39.98 5.199490E-1 7.047297E-1 7.893960E+1 2.892530E+1 4.353810E-1 6.643681E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 1.000E+15
290 008_290 39.98 5.152200E-1 6.965154E-1 7.850180E+1 2.817100E+1 4.293260E-1 6.561686E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 1.000E+15
290 009_290 39.98 5.082230E-1 6.850415E-1 7.825150E+1 2.724350E+1 4.224120E-1 6.449521E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 1.000E+15
290 010_290 39.98 4.984930E-1 6.693496E-1 7.830160E+1 2.612660E+1 4.148730E-1 6.297493E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 1.000E+15
290 011_290 39.98 4.870550E-1 6.484980E-1 7.854360E+1 2.480830E+1 4.070020E-1 6.095384E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 1.000E+15
290 012_290 39.98 4.755800E-1 6.218211E-1 7.875750E+1 2.329060E+1 3.989550E-1 5.837912E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 1.000E+15
290 013_290 39.98 4.649120E-1 5.892756E-1 7.883120E+1 2.159670E+1 3.908890E-1 5.525019E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 1.000E+15
290 014_290 39.98 4.551620E-1 5.517150E-1 7.876490E+1 1.977940E+1 3.829790E-1 5.164633E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 1.000E+15
290 015_290 39.98 4.462030E-1 5.108468E-1 7.859370E+1 1.791470E+1 3.752640E-1 4.773909E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 1.000E+15
290 016_290 39.98 4.378560E-1 4.687535E-1 7.835030E+1 1.608110E+1 3.678030E-1 4.372214E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 1.000E+15
290 017_290 39.98 4.299360E-1 4.272113E-1 7.805290E+1 1.433620E+1 3.605180E-1 3.976573E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 1.000E+15
290 018_290 39.98 4.221070E-1 3.872567E-1 7.773490E+1 1.270680E+1 3.532910E-1 3.596706E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 1.000E+15
290 019_290 39.98 4.142950E-1 3.492354E-1 7.737730E+1 1.119540E+1 3.460250E-1 3.235443E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 1.000E+15
290 020_290 39.98 4.063780E-1 3.131614E-1 7.696990E+1 9.795300E+0 3.385640E-1 2.893201E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 1.000E+15
290 021_290 39.98 3.982610E-1 2.790530E-1 7.650300E+1 8.502200E+0 3.308690E-1 2.569666E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 1.000E+15
290 022_290 39.98 3.898640E-1 2.470569E-1 7.596660E+1 7.317000E+0 3.228220E-1 2.266573E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 1.000E+15
290 023_290 39.98 3.810340E-1 2.173984E-1 7.536210E+1 6.242700E+0 3.143850E-1 1.985689E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 1.000E+15
290 024_290 39.98 3.717560E-1 1.902847E-1 7.465920E+1 5.281300E+0 3.054590E-1 1.728989E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 1.000E+15
290 025_290 39.98 3.619120E-1 1.658449E-1 7.382940E+1 4.431300E+0 2.958690E-1 1.497735E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 1.000E+15
