fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_303 001_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.225991523E-15 1.000000000E+20 1.247824308E+00 5.358590682E-16 4.148953451E-03 
001_303_SRH 001_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.759260659E-16 1.000000000E+20 1.264393508E+00 5.287551460E-16 9.626749042E-03 
002_303 002_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.444768703E-15 1.000000000E+20 1.251819528E+00 7.822496114E-16 5.101127746E-03 
002_303_SRH 002_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.963951156E-16 1.000000000E+20 1.264449217E+00 7.761031793E-16 9.651472870E-03 
003_303 003_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.763687850E-15 1.000000000E+20 1.255037447E+00 1.144345271E-15 6.036428557E-03 
003_303_SRH 003_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.017536763E-15 1.000000000E+20 1.264530574E+00 1.139156994E-15 9.687665906E-03 
004_303 004_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.226883244E-15 1.000000000E+20 1.257623428E+00 1.676312324E-15 6.901991375E-03 
004_303_SRH 004_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.483689346E-15 1.000000000E+20 1.264649179E+00 1.672040596E-15 9.740583215E-03 
005_303 005_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.896122682E-15 1.000000000E+20 1.259697656E+00 2.457613298E-15 7.668524571E-03 
005_303_SRH 005_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.156930793E-15 1.000000000E+20 1.264821593E+00 2.454195471E-15 9.817812169E-03 
006_303 006_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.855979956E-15 1.000000000E+20 1.261378791E+00 3.604843853E-15 8.334806832E-03 
006_303_SRH 006_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.122275145E-15 1.000000000E+20 1.265071186E+00 3.602225837E-15 9.930228740E-03 
007_303 007_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.218567811E-15 1.000000000E+20 1.262791115E+00 5.289128383E-15 8.923813870E-03 
007_303_SRH 007_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.492418128E-15 1.000000000E+20 1.265430338E+00 5.287294110E-15 1.009324585E-02 
008_303 008_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.125546090E-15 1.000000000E+20 1.264063234E+00 7.761688381E-15 9.475698607E-03 
008_303_SRH 008_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.409733452E-15 1.000000000E+20 1.265942818E+00 7.760685357E-15 1.032835984E-02 
009_303 009_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.743534530E-15 1.000000000E+20 1.265325416E+00 1.139146468E-14 1.004194089E-02 
009_303_SRH 009_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.041624035E-15 1.000000000E+20 1.266665683E+00 1.139142629E-14 1.066484745E-02 
010_303 010_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.324820138E-14 1.000000000E+20 1.266707772E+00 1.672059716E-14 1.068207095E-02 
010_303_SRH 010_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.256446763E-14 1.000000000E+20 1.267669718E+00 1.672176584E-14 1.114123085E-02 
011_303 011_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.779474997E-14 1.000000000E+20 1.268337951E+00 2.454649921E-14 1.146193974E-02 
